CODGEO,REG,DEP,ARR,CV,ZE2010,EPCI,LIBGEO,MENFIS10,PMENFIS10,MENIMP10,QUAR1UC10,QUAR2UC10,QUAR3UC10,DEC1UC10,DEC2UC10,DEC3UC10,DEC4UC10,DEC5UC10,DEC6UC10,DEC7UC10,DEC8UC10,DEC9UC10,RDUC10,PTSA10,PPEN10,PBEN10,PAUT10
56010,53,56,562,5603,5315,245600515,Baud,2598,6162.0,52.1,12787,17609,22966,8804,11793,13939,15747,17609,19600,21732,24650,29621,3.4,60.3,26.6,8.4,4.7
56011,53,56,563,5601,5311,243500741,Beganne,619,1369.0,,,16834,,,,,,16834,,,,,,,,,
56012,53,56,563,5613,5312,ZZZZZZZZZ,Beignon,522,1442.5,,,18453,,,,,,18453,,,,,,,,,
56013,53,56,561,5604,5318,245614409,Belz,1731,3713.5,54.8,13537,18516,24694,9514,12257,14618,16463,18516,20478,22853,26751,33967,3.6,49.3,38.7,5.3,6.8
56014,53,56,562,5607,5315,245614417,Berne,611,1448.5,,,16513,,,,,,16513,,,,,,,,,
56015,53,56,563,5629,5318,245614383,Berric,626,1682.0,,,16785,,,,,,16785,,,,,,,,,
56016,53,56,562,5603,5317,245600515,Bieuzy,347,777.5,,,16184,,,,,,16184,,,,,,,,,
56017,53,56,562,5634,5318,245600143,Bignan,1113,2757.0,54.5,13071,17382.5,22329,8409,12024,13860,15927,17382.5,19181,21284,23808,28277,3.4,62.8,24.3,8.0,4.9
56018,53,56,563,5621,5318,200027027,Billiers,365,827.5,,,20206,,,,,,20206,,,,,,,,,
56019,53,56,562,5634,5318,245600143,Billio,159,376.0,,,16677,,,,,,16677,,,,,,,,,
56020,53,56,563,5619,5318,245600416,Bohal,278,783.0,,,17911,,,,,,17911,,,,,,,,,
56021,53,56,561,5614,5315,245600341,Branderion,497,1320.5,,,18423,,,,,,18423,,,,,,,,,
56022,53,56,563,5610,5318,245614391,Brandivy,482,1284.5,,,17361,,,,,,17361,,,,,,,,,
56023,53,56,561,5625,5318,245614441,Brech,2462,6396.0,61.1,14590,19554,26348,10028,13392,15350,17394,19554,21557,24482,28333,35472,3.5,61.8,24.7,7.9,5.7
56024,53,56,562,5633,5317,245614433,Brehan,890,2136.0,50.9,12662,17280,22384,7649,11372,13572,15356,17280,18896,20897,24246,29340,3.8,59.7,27.5,9.0,3.8
56025,53,56,563,5620,5312,245600424,Brignac,91,190.0,,,13640.5,,,,,,13640.5,,,,,,,,,
56026,53,56,561,5624,5315,245614375,Bubry,1095,2346.0,43.0,11074,15925.5,21378.5,7703,10301,12267,13639,15925.5,18058,20111,22603,26952,3.5,44.8,40.2,10.2,4.9
56027,53,56,562,5634,5318,245600143,Buleon,215,499.0,,,15439,,,,,,15439,,,,,,,,,
56028,53,56,563,5632,5318,245614383,Caden,697,1642.0,,,15201,,,,,,15201,,,,,,,,,
56029,53,56,561,5624,5315,245614375,Calan,348,980.5,,,18640,,,,,,18640,,,,,,,,,
56030,53,56,563,5631,5318,244400610,Camoel,393,920.5,,,18002,,,,,,18002,,,,,,,,,
56031,53,56,561,5625,5318,245614441,Camors,1215,2883.0,49.7,12480,17386.5,23057,8707,11368,13411,15524,17386.5,19452,21488,24618,30049,3.5,58.2,30.8,6.7,4.3
56032,53,56,563,5623,5316,245614342,Campeneac,760,1878.0,,,17866,,,,,,17866,,,,,,,,,
56033,53,56,563,5608,5311,245600150,Carentoir,1158,2708.5,47.6,11782,16452,21303,6559,10421,13018,14916,16452,18400,20152,22973,27721,4.2,57.8,28.6,7.0,6.6
56034,53,56,561,5630,5318,245614359,Carnac,2288,4649.5,60.0,13918,20699,30123,8990,12401,15341,17795,20699,23794,27560,33093,44646,5.0,37.9,38.7,10.2,13.3
56035,53,56,563,5619,5316,245600416,Caro,495,1199.5,,,16619,,,,,,16619,,,,,,,,,
56036,53,56,561,5627,5315,245600341,Caudan,2651,6721.0,65.4,14710,19685,26731,10038,13562,15830,17828,19685,21900,24707,28704,35138,3.5,58.8,27.5,6.0,7.7
56037,53,56,563,5619,5316,245600416,La Chapelle-Caro,538,1340.5,,,17484,,,,,,17484,,,,,,,,,
56038,53,56,563,5608,5311,245600150,La Chapelle-Gaceline,302,777.0,,,18227,,,,,,18227,,,,,,,,,
56039,53,56,562,5616,5318,245614292,La Chapelle-Neuve,357,843.5,,,15276,,,,,,15276,,,,,,,,,
56040,53,56,561,5627,5315,245600341,Cleguer,1314,3361.0,59.0,14160,18479,24335,9987,12857,14923,17020,18479,20335,22846,25788,30733,3.1,63.7,27.0,4.7,4.6
56041,53,56,562,5605,5317,245614433,Cleguerec,1242,2950.0,48.9,11987,17357,22996,8622,10930,13162,15183,17357,19389,21314,25041,29943,3.5,58.8,26.6,9.7,4.9
56042,53,56,563,5610,5318,245614391,Colpo,835,2120.5,53.8,13291,17720,22760,9075,12132,14470,16081,17720,19140,20912,24106,29255,3.2,67.2,23.0,6.2,3.7
56043,53,56,563,5620,5312,245600424,Concoret,313,724.5,,,16275,,,,,,16275,,,,,,,,,
56044,53,56,563,5608,5311,245600150,Cournon,313,773.5,,,16115,,,,,,16115,,,,,,,,,
56045,53,56,563,5629,5318,245614383,Le Cours,244,620.5,,,16146,,,,,,16146,,,,,,,,,
56046,53,56,561,5602,5318,245614458,Crach,1460,3377.5,60.8,14521,20203,28524,10339,13330,15601,17684,20203,23237,26161,30847,39009,3.8,45.3,36.8,9.2,8.6
56047,53,56,562,5633,5317,245614433,Credin,585,1433.5,,,16998,,,,,,16998,,,,,,,,,
56048,53,56,562,5612,5315,245614417,Le Croisty,350,724.0,,,14588,,,,,,14588,,,,,,,,,
56049,53,56,562,5626,5317,245614433,Croixanvec,65,162.0,,,17500,,,,,,17500,,,,,,,,,
56050,53,56,562,5615,5316,245614367,La Croix-Hellean,316,843.0,,,16723,,,,,,16723,,,,,,,,,
56051,53,56,562,5615,5318,245614367,Cruguel,249,593.5,,,16534,,,,,,16534,,,,,,,,,
56052,53,56,563,5621,5318,200027027,Damgan,950,1843.0,,,20679,,,,,,20679,,,,,,,,,
56053,53,56,563,5606,5318,245600366,Elven,2146,5472.5,51.6,12863,17491,22925,8660,11703,13923,15767,17491,19589,21727,24559,30027,3.5,65.5,22.0,7.4,5.2
56054,53,56,561,5604,5318,245614409,Erdeven,1556,3598.0,58.0,13339,18943,25321,8840,11998,14378,16581,18943,21297,23873,27509,33768,3.8,52.8,34.3,7.2,5.8
56055,53,56,561,5604,5318,245614409,Etel,1057,2054.0,52.0,13305,19111,26010.5,8368,11753,14384,16598,19111,21097,24197,27917,36035,4.3,39.6,46.7,6.7,7.0
56056,53,56,563,5636,5316,245614425,Evriguet,89,182.0,,,14996,,,,,,14996,,,,,,,,,
56057,53,56,562,5607,5315,245614417,Le Faouet,1316,2763.5,47.6,12179,16821,22696,7328,10693,13008,14923,16821,18732,21521,24700,29227,4.0,47.6,40.7,6.2,5.5
56058,53,56,563,5631,5318,244400610,Ferel,1227,3017.5,54.1,12897,17481,23073,8933,11721,13899,15891,17481,19349,21514,24506,30017,3.4,62.6,26.6,6.5,4.3
56059,53,56,562,5615,5316,245614367,Les Forges,187,423.5,,,15302,,,,,,15302,,,,,,,,,
56060,53,56,563,5608,5311,245600150,Les Fougerets,400,949.0,,,16696,,,,,,16696,,,,,,,,,
56061,53,56,563,5608,5311,245600150,La Gacilly,980,2132.0,55.0,12585,17373,22903,7238,11176,13473,15524,17373,19181,21494,25452,31000,4.3,59.8,29.4,5.7,5.1
56062,53,56,561,5628,5315,245600341,Gavres,361,713.0,,,16977,,,,,,16977,,,,,,,,,
56063,53,56,561,5627,5315,245600341,Gestel,978,2691.5,66.1,14985,20191,25626,10864,13874,16080,18173,20191,22132,24459,27777,33309,3.1,67.3,23.8,5.5,3.4
56064,53,56,563,5608,5311,245600150,Glenac,380,907.5,,,17506,,,,,,17506,,,,,,,,,
56065,53,56,563,5623,5316,245614342,Gourhel,231,627.0,,,18920,,,,,,18920,,,,,,,,,
56066,53,56,562,5609,5309,245614417,Gourin,1855,3981.5,48.0,11853,16481,22460,7651,10603,12768,14822,16481,18676,20825,24224,29618,3.9,49.6,35.3,8.5,6.5
56067,53,56,563,5610,5318,245614391,Grand-Champ,1909,4878.5,54.5,13499,18808,24895,9304,12437,14385,16465,18808,20950,23354,27016,32542,3.5,63.1,22.7,8.3,5.8
56068,53,56,562,5615,5316,245614367,La Gree-Saint-Laurent,129,338.0,,,15601,,,,,,15601,,,,,,,,,
56069,53,56,561,5611,5315,245600341,Groix,1113,2238.5,50.6,11447,16500,22767,7300,10238,12501,14607,16500,18637,21144,25387,33025,4.5,35.2,50.6,8.1,6.0
56070,53,56,562,5615,5316,245614367,Guegon,1041,2397.5,49.9,12577,17078,22263,8066,11539,13570,15573,17078,19048,21194,23540,29291,3.6,56.9,32.7,6.9,3.4
56071,53,56,562,5634,5318,245600143,Guehenno,368,819.5,,,16520,,,,,,16520,,,,,,,,,
56072,53,56,562,5626,5317,245614433,Gueltas,199,493.5,,,16341,,,,,,16341,,,,,,,,,
56073,53,56,562,5612,5317,245614417,Guemene-sur-Scorff,513,937.0,,,16430,,,,,,16430,,,,,,,,,
56074,53,56,562,5603,5315,245600515,Guenin,635,1591.0,,,16976,,,,,,16976,,,,,,,,,
56075,53,56,563,5613,5312,245600432,Guer,2360,5884.5,55.7,13036,17938,23635,9450,11930,14249,16371,17938,20002,22254,25276,31140,3.3,61.8,25.1,8.0,5.1
56076,53,56,562,5626,5317,245614433,Guern,596,1327.5,,,15707,,,,,,15707,,,,,,,,,
56077,53,56,563,5621,5318,200027027,Le Guerno,371,890.0,,,17660,,,,,,17660,,,,,,,,,
56078,53,56,561,5627,5315,245600341,Guidel,4450,11052.5,66.6,15717,21737,29161,10810,14285,16897,19157,21737,24185,27027,31279,40148,3.7,60.6,26.2,6.6,6.7
56079,53,56,562,5615,5316,245614367,Guillac,567,1414.5,,,17535,,,,,,17535,,,,,,,,,
56080,53,56,563,5636,5316,245614425,Guilliers,559,1211.0,,,15985,,,,,,15985,,,,,,,,,
56081,53,56,562,5607,5309,245614417,Guiscriff,1093,2381.0,44.1,11567,15489,20647,7017,10314,12179,13736,15489,16945,19252,22162,25688,3.7,49.4,35.7,9.3,5.6
56082,53,56,562,5615,5316,245614367,Hellean,157,351.0,,,15654,,,,,,15654,,,,,,,,,
56083,53,56,561,5614,5315,245600341,Hennebont,7030,15445.0,54.3,12571,17976,23874,7715,11328,13772,15878.5,17976,20169,22438,25451,30986,4.0,61.9,28.0,6.0,4.2
56084,53,56,563,5637,5318,245600366,Le Hezo,303,770.0,,,20237,,,,,,20237,,,,,,,,,
56085,53,56,561,5630,5318,ZZZZZZZZZ,Hoedic,,,,,,,,,,,,,,,,,,,,
56086,53,56,561,5630,5318,ZZZZZZZZZ,Ile-d'Houat,126,249.0,,,14647,,,,,,14647,,,,,,,,,
56087,53,56,563,5638,5318,245600366,Ile-aux-Moines,276,516.0,,,20159.5,,,,,,20159.5,,,,,,,,,
56088,53,56,563,5638,5318,245600366,Ile-d'Arz,138,247.5,,,19181,,,,,,19181,,,,,,,,,
56089,53,56,561,5624,5315,245614375,Inguiniel,918,2140.5,45.5,11471,16037,21565,8545,10564,12266,13990,16037,18131,19984,23311,27036,3.2,58.5,28.5,7.8,5.2
56090,53,56,561,5614,5315,245600341,Inzinzac-Lochrist,2590,6263.5,56.3,13367,18156,23318,9254,12350,14465,16443,18156,20090,22087,24806,28961,3.1,63.1,28.1,4.9,3.8
56091,53,56,562,5615,5316,245614367,Josselin,975,2062.5,51.9,12146,17704,23071,7720,10689.5,13309,15556.5,17704,19790.5,21928,25030,31633,4.1,51.4,33.7,10.6,4.3
56092,53,56,562,5626,5317,245614433,Kerfourn,334,816.5,,,16519,,,,,,16519,,,,,,,,,
56093,53,56,562,5605,5317,245614433,Kergrist,292,672.5,,,17933,,,,,,17933,,,,,,,,,
56094,53,56,561,5628,5315,245600440,Kervignac,2344,6337.5,63.9,15470,20363,26492,10777,14182,16447,18445,20363,22382,24919,28123,34091,3.2,69.9,19.2,6.7,4.2
56096,53,56,561,5625,5315,245614441,Landaul,789,2088.5,,,17865,,,,,,17865,,,,,,,,,
56097,53,56,561,5625,5315,245614441,Landevant,1290,3274.0,52.5,13476,18339,23500,9212,12339,14273,16223,18339,20044,22198,25245,29499,3.2,66.8,22.9,5.0,5.3
56098,53,56,561,5640,5315,245600341,Lanester,9866,22317.5,50.5,11214,16727,22434,5893,9839,12631,14912.5,16727,18854,21147,24096,29201,5.0,62.5,31.1,3.4,3.0
56099,53,56,562,5612,5317,245614417,Langoelan,189,390.5,,,11594,,,,,,11594,,,,,,,,,
56100,53,56,562,5609,5315,245614417,Langonnet,857,1868.0,,,15362,,,,,,15362,,,,,,,,,
56101,53,56,561,5614,5315,245600341,Languidic,2968,7553.0,55.0,13220,17931,23236,9242,12198,14091,16197,17931,19831,21916,24701,30588,3.3,63.2,24.9,7.1,4.9
56102,53,56,562,5615,5316,245614367,Lanouee,707,1740.5,,,16298,,,,,,16298,,,,,,,,,
56103,53,56,562,5633,5316,245614367,Lantillac,137,306.0,,,15060,,,,,,15060,,,,,,,,,
56104,53,56,561,5624,5315,245614375,Lanvaudan,292,739.5,,,17036,,,,,,17036,,,,,,,,,
56105,53,56,562,5607,5315,245614417,Lanvenegen,559,1184.0,,,15213,,,,,,15213,,,,,,,,,
56106,53,56,563,5638,5318,245600366,Larmor-Baden,473,987.0,,,24043,,,,,,24043,,,,,,,,,
56107,53,56,561,5642,5315,245600341,Larmor-Plage,4100,8778.0,68.9,17692.5,25067.5,35726,12251,16209,19167,22017,25067.5,28409,32921,39527,50626,4.1,45.2,34.2,9.9,10.7
56108,53,56,563,5629,5318,245614383,Larre,350,922.5,,,17598,,,,,,17598,,,,,,,,,
56109,53,56,563,5629,5318,245614383,Lauzach,370,974.0,,,17701,,,,,,17701,,,,,,,,,
56110,53,56,562,5612,5315,245614417,Lignol,403,894.5,,,15089,,,,,,15089,,,,,,,,,
56111,53,56,563,5632,5318,245614383,Limerzel,593,1355.0,,,16548,,,,,,16548,,,,,,,,,
56112,53,56,563,5619,5316,245600416,Lizio,322,746.5,,,16461,,,,,,16461,,,,,,,,,
56113,53,56,562,5612,5317,245614417,Locmalo,399,911.5,,,16651,,,,,,16651,,,,,,,,,
56114,53,56,561,5622,5318,245600465,Locmaria,386,798.5,,,17967,,,,,,17967,,,,,,,,,
56115,53,56,563,5610,5318,245614391,Locmaria-Grand-Champ,504,1458.5,,,18508,,,,,,18508,,,,,,,,,
56116,53,56,561,5602,5318,245614458,Locmariaquer,780,1667.5,,,20015,,,,,,20015,,,,,,,,,
56117,53,56,562,5616,5318,245614292,Locmine,1868,3894.5,51.8,12036,17666,23138,7129,10637,13364,15610,17666,19524,21678,24704,30720,4.3,62.1,27.1,4.9,5.9
56118,53,56,561,5628,5315,245600341,Locmiquelic,1840,4125.0,58.8,13773,18515,24655,9890,12698,14720,16546,18515,20803,23054,26271,32061,3.2,55.5,36.3,4.5,3.8
56119,53,56,561,5604,5318,245614409,Locoal-Mendon,1284,3297.0,56.0,13062,17982,24046,8827,11949,14105,15904,17982,20189,22433,26074,32416,3.7,60.3,24.6,8.7,6.4
56120,53,56,563,5610,5318,245614391,Locqueltas,611,1617.5,,,18197,,,,,,18197,,,,,,,,,
56121,53,56,561,5698,5315,245600341,Lorient,28996,55536.0,50.0,10536,16674,23789.5,4560,8967,11953,14445,16674,19101,22055,25782,32491,7.1,58.6,32.0,5.1,4.4
56122,53,56,563,5623,5316,245614342,Loyat,692,1611.5,,,15961,,,,,,15961,,,,,,,,,
56123,53,56,563,5632,5318,245614383,Malansac,923,2134.0,,,17163,,,,,,17163,,,,,,,,,
56124,53,56,563,5619,5318,245600416,Malestroit,1144,2359.0,53.1,13874,18610,25223,8966,12541,14906,16724,18610,20522,22824,27158,34262,3.8,48.8,37.7,8.0,5.5
56125,53,56,562,5605,5317,245614433,Malguenac,724,1816.5,,,18653,,,,,,18653,,,,,,,,,
56126,53,56,563,5631,5318,200027027,Marzan,876,2118.5,,,17757,,,,,,17757,,,,,,,,,
56127,53,56,563,5620,5312,245600424,Mauron,1476,3252.0,48.2,11393,16425,22051,7391,10334,12470,14483,16425,18484,20680,23831,28299,3.8,48.6,36.6,10.1,4.7
56128,53,56,562,5603,5317,245600515,Melrand,759,1568.0,,,16923.5,,,,,,16923.5,,,,,,,,,
56129,53,56,563,5636,5312,245614425,Meneac,695,1581.0,,,15270,,,,,,15270,,,,,,,,,
56130,53,56,561,5628,5315,245600440,Merlevenez,1193,3164.0,59.4,13453,18481.5,23670,9804,12550,14510,16808,18481.5,20467,22248,25150,30872,3.2,66.8,23.9,6.3,3.0
56131,53,56,562,5607,5315,245614417,Meslan,615,1419.5,,,16558,,,,,,16558,,,,,,,,,
56132,53,56,563,5610,5318,245600366,Meucon,824,2219.5,,,19831,,,,,,19831,,,,,,,,,
56133,53,56,563,5619,5318,245600416,Missiriac,432,1112.5,,,18692,,,,,,18692,,,,,,,,,
56134,53,56,563,5636,5316,245614425,Mohon,456,1002.0,,,14812,,,,,,14812,,,,,,,,,
56135,53,56,563,5629,5318,245614383,Molac,571,1460.5,,,16890,,,,,,16890,,,,,,,,,
56136,53,56,563,5613,5312,245600432,Monteneuf,308,732.0,,,16557,,,,,,16557,,,,,,,,,
56137,53,56,563,5606,5318,245600366,Monterblanc,1140,3116.0,59.5,14526,18706,23654,10123,13406,15666,17181,18706,20265,22488,25199,30475,3.0,69.0,19.5,7.5,4.0
56138,53,56,563,5619,5316,245614342,Monterrein,157,387.5,,,17027,,,,,,17027,,,,,,,,,
56139,53,56,563,5623,5316,245614342,Montertelot,144,371.0,,,18566,,,,,,18566,,,,,,,,,
56140,53,56,562,5616,5318,ZZZZZZZZZ,Moreac,1422,3719.0,50.2,12423,17225,22198,8640,11326,13321,15365,17225,18878,20925,23837,28231,3.3,66.2,20.3,9.1,4.5
56141,53,56,562,5616,5318,245614292,Moustoir-Ac,690,1837.5,,,17834,,,,,,17834,,,,,,,,,
56142,53,56,562,5616,5317,245614292,Moustoir-Remungol,275,667.5,,,16758,,,,,,16758,,,,,,,,,
56143,53,56,563,5621,5318,200027027,Muzillac,2106,4788.0,58.2,13588.5,18691,24453,8930,12393,14749,16829,18691,20606,22995,26253,31769,3.6,47.3,38.7,7.5,6.5
56144,53,56,562,5616,5317,245614292,Naizin,738,1775.5,,,16686,,,,,,16686,,,,,,,,,
56145,53,56,563,5620,5316,245600424,Neant-sur-Yvel,439,1000.5,,,15194,,,,,,15194,,,,,,,,,
56146,53,56,562,5605,5317,245614433,Neulliac,626,1514.5,,,17572,,,,,,17572,,,,,,,,,
56147,53,56,563,5631,5318,200027027,Nivillac,1735,4174.5,52.2,12750,17502,23318,8608,11772,13835,15673,17502,19435,21793,25311,30925,3.6,60.1,28.3,6.5,5.1
56148,53,56,561,5628,5315,245600440,Nostang,557,1407.5,,,18367,,,,,,18367,,,,,,,,,
56149,53,56,563,5621,5318,200027027,Noyal-Muzillac,1023,2543.5,53.4,12989,17362,22265,9345,11868,13603,15407,17362,18982,21057,24419,29211,3.1,57.9,28.7,9.6,3.8
56150,53,56,563,5637,5318,245600366,Noyalo,326,808.0,,,22438,,,,,,22438,,,,,,,,,
56151,53,56,562,5626,5317,245614433,Noyal-Pontivy,1482,3743.5,56.8,13303,18669,23899,8779,12114,14610,17027,18669,20477,22629,24997,29900,3.4,64.7,23.0,6.5,5.7
56152,53,56,561,5622,5318,245600465,Le Palais,1198,2435.5,60.4,13013,18009,25414,7741,11760,14005,16011,18009,20630,23567,27314,35068,4.5,46.4,35.2,9.2,9.3
56153,53,56,563,5629,5318,200027027,Peaule,1045,2579.5,46.6,11776,16575,21774,8297,10676,12841,14602,16575,18278,20409,23740,28511,3.4,58.1,28.3,8.6,5.0
56154,53,56,563,5601,5311,243500741,Peillac,809,1823.0,,,17439,,,,,,17439,,,,,,,,,
56155,53,56,563,5631,5318,244400610,Penestin,980,1954.5,,,18609,,,,,,18609,,,,,,,,,
56156,53,56,562,5612,5315,245614417,Persquen,153,313.0,,,14158,,,,,,14158,,,,,,,,,
56157,53,56,563,5610,5318,245614391,Plaudren,689,1752.0,,,17831,,,,,,17831,,,,,,,,,
56158,53,56,563,5610,5318,245600366,Plescop,2114,5059.5,64.8,15032,20214,26501,10844,13871,16025,18128,20214,22098,24774,28678,35586,3.3,67.9,22.2,5.3,4.5
56159,53,56,563,5629,5318,245600416,Pleucadeuc,737,1812.0,,,16979.5,,,,,,16979.5,,,,,,,,,
56160,53,56,562,5633,5317,245614433,Pleugriffet,506,1185.0,,,15220,,,,,,15220,,,,,,,,,
56161,53,56,561,5604,5318,245614441,Ploemel,1063,2694.5,57.3,13507,18649,25549,9648,12407,14507,16497,18649,20929,23648,27903,36265,3.8,57.9,27.7,7.7,6.7
56162,53,56,561,5642,5315,245600341,Ploemeur,7835,18271.5,67.1,15973,21970,29808,11073,14564,17169,19670,21970,24569,27914,32351,40145,3.6,52.4,33.8,7.2,6.6
56163,53,56,562,5612,5317,245614417,Ploerdut,540,1211.5,,,15602,,,,,,15602,,,,,,,,,
56164,53,56,563,5638,5318,245600366,Ploeren,2363,6195.0,67.4,15305,20931,28175,10556,13674,16439,18829,20931,23319,26310,30431,37472,3.6,66.4,22.2,6.0,5.4
56165,53,56,563,5623,5316,245614342,Ploermel,4009,9182.5,56.6,13415,18614,24592,8285,11864.5,14536,16534,18614,20781,23182,26529,32959,4.0,60.9,26.5,7.9,4.6
56166,53,56,561,5624,5315,245614375,Plouay,2295,5358.0,51.5,12606,17677,23120,8450,11490,13685,15744,17677,19559,21914,24776,31201,3.7,58.1,28.1,7.9,6.0
56167,53,56,561,5602,5318,245600366,Plougoumelen,923,2447.0,66.3,15394,21009.5,27479,11008,14185,16629,18797,21009.5,23129,25594,29667,38385,3.5,63.8,20.8,9.2,6.3
56168,53,56,561,5630,5318,245614359,Plouharnel,881,2026.5,,,18568,,,,,,18568,,,,,,,,,
56169,53,56,561,5628,5315,245600440,Plouhinec,2212,5234.0,58.1,13842,19171,25458,9902,12616,14942,16937,19171,21298,24112,27255,33571,3.4,55.5,33.4,6.3,4.7
56170,53,56,562,5609,5307,245614417,Plouray,502,1003.5,,,15944,,,,,,15944,,,,,,,,,
56171,53,56,563,5632,5318,245614383,Pluherlin,609,1408.0,,,16822.5,,,,,,16822.5,,,,,,,,,
56172,53,56,562,5634,5318,245600143,Plumelec,1062,2525.0,47.8,11899,16515,21672,8175,10747.5,13117,14763,16515,18682,20587,23140,29473,3.6,54.7,28.1,11.2,6.0
56173,53,56,562,5603,5317,245600515,Plumeliau,1515,3615.5,48.5,12625,17179,23259,8768,11594,13476,15383,17179,19272,21633,24965,30305,3.5,58.8,26.9,9.1,5.2
56174,53,56,562,5616,5318,245614292,Plumelin,872,2343.0,54.1,13119,17397.5,22253,9159,12089,14088,15749,17397.5,19175,21081,23546,27543,3.0,71.3,19.7,6.3,2.8
56175,53,56,561,5602,5318,245614441,Plumergat,1391,3702.5,54.3,13332,18170,24061,9521,12238,14376,16661,18170,20433,22728,25946,31562,3.3,67.8,20.7,6.7,4.8
56176,53,56,561,5602,5318,245614441,Pluneret,2078,5259.0,61.7,14698,19469,25484,10224,13439,15885,17651,19469,21390,23893,27657,34518,3.4,65.9,23.1,6.0,5.1
56177,53,56,561,5625,5318,245614441,Pluvigner,2975,7292.0,50.8,12178.5,17109,22749,8391,11051,13359,15204,17109,19071,21246,24576,30119,3.6,60.5,26.4,7.1,5.9
56178,53,56,562,5626,5317,245614433,Pontivy,6253,12891.5,56.0,12650,18626,25457,6936,11086,14077,16386,18626,20963,23683,27679,35162,5.1,57.4,28.7,6.8,7.1
56179,53,56,561,5627,5315,245600341,Pont-Scorff,1330,3487.0,58.1,13642,18744,25303,8931,12376,14679,16829,18744,20741,23617,27031,33463,3.8,65.9,24.0,6.1,4.1
56180,53,56,563,5613,5312,245600432,Porcaro,301,700.5,,,16813,,,,,,16813,,,,,,,,,
56181,53,56,561,5628,5315,245600341,Port-Louis,1352,2682.5,52.7,13533,18386,24842,8511,12179,14298,16073,18386,20825,23312,28071.5,36400,4.3,43.7,45.0,5.2,6.1
56182,53,56,562,5607,5315,245614417,Priziac,480,1012.5,,,15227,,,,,,15227,,,,,,,,,
56183,53,56,563,5608,5312,245600150,Quelneuc,237,514.0,,,15518.5,,,,,,15518.5,,,,,,,,,
56184,53,56,563,5629,5318,245614383,Questembert,3021,7217.5,53.8,12786,17883,23378,8629,11538,13818,15826,17883,19784,22113,25425,30593,3.6,58.2,28.8,7.9,5.1
56185,53,56,561,5627,5315,245600341,Queven,3523,8697.0,63.8,14793,19473,25629,10135,13494,15818,17529,19473,21513,24146,27586,33274,3.3,57.8,33.0,4.5,4.6
56186,53,56,561,5630,5318,ZZZZZZZZZ,Quiberon,2703,5207.0,60.8,14045,19654,28401,9760,12917,15147,17302,19654,22418,25879,31134,40565,4.2,36.7,43.0,8.2,12.2
56187,53,56,562,5615,5316,245614367,Quily,142,330.0,,,16380,,,,,,16380,,,,,,,,,
56188,53,56,561,5624,5315,245614375,Quistinic,637,1443.0,,,16133,,,,,,16133,,,,,,,,,
56189,53,56,562,5633,5317,245614433,Radenac,413,946.5,,,16425,,,,,,16425,,,,,,,,,
56190,53,56,562,5633,5317,245614433,Reguiny,746,1777.5,,,16446,,,,,,16446,,,,,,,,,
56191,53,56,563,5613,5316,245600432,Reminiac,157,355.0,,,15084,,,,,,15084,,,,,,,,,
56192,53,56,562,5616,5318,245614292,Remungol,390,969.0,,,15524,,,,,,15524,,,,,,,,,
56193,53,56,561,5628,5315,245600341,Riantec,2240,5194.5,59.5,13778,18685,24544,9528,12607,15013,16794,18685,20682,23077,26321,31990,3.4,53.8,38.8,3.9,3.5
56194,53,56,563,5601,5311,243500741,Rieux,1211,3022.0,56.2,13153,17997,22665,8480,12168,14244,16143,17997,19654,21327,24026,28289,3.3,62.9,27.2,4.7,5.2
56195,53,56,563,5631,5318,200027027,La Roche-Bernard,353,642.5,,,17384,,,,,,17384,,,,,,,,,
56196,53,56,563,5632,5318,245614383,Rochefort-en-Terre,252,519.0,,,17223,,,,,,17223,,,,,,,,,
56197,53,56,563,5619,5316,245600416,Le Roc-Saint-Andre,424,955.5,,,17379,,,,,,17379,,,,,,,,,
56198,53,56,562,5633,5317,245614433,Rohan,731,1723.0,,,16824,,,,,,16824,,,,,,,,,
56199,53,56,562,5609,5309,245614417,Roudouallec,334,705.0,,,15070,,,,,,15070,,,,,,,,,
56200,53,56,563,5619,5318,245600416,Ruffiac,598,1430.0,,,16896,,,,,,16896,,,,,,,,,
56201,53,56,562,5609,5309,245614417,Le Saint,287,595.0,,,15457,,,,,,15457,,,,,,,,,
56202,53,56,563,5619,5316,245600416,Saint-Abraham,214,566.5,,,17965,,,,,,17965,,,,,,,,,
56203,53,56,562,5605,5317,245614433,Saint-Aignan,288,624.0,,,15438,,,,,,15438,,,,,,,,,
56204,53,56,562,5634,5318,245600143,Saint-Allouestre,269,631.0,,,16004,,,,,,16004,,,,,,,,,
56205,53,56,563,5635,5318,200000537,Saint-Armel,391,866.5,,,22806,,,,,,22806,,,,,,,,,
56206,53,56,563,5637,5318,245600366,Saint-Ave,4064,10285.5,66.8,14692,20257,26807,10064,13324,15816,18263,20257,22451,25302,28783,35205,3.5,63.8,26.5,4.8,5.0
56207,53,56,562,5603,5317,245600515,Saint-Barthelemy,516,1197.0,,,16158,,,,,,16158,,,,,,,,,
56208,53,56,563,5620,5312,245600424,Saint-Brieuc-de-Mauron,150,334.0,,,15542,,,,,,15542,,,,,,,,,
56209,53,56,562,5605,5317,245614433,Sainte-Brigitte,83,169.0,,,15911,,,,,,15911,,,,,,,,,
