CODGEO,REG,DEP,ARR,CV,ZE2010,EPCI,LIBGEO,MENFIS10,PMENFIS10,MENIMP10,QUAR1UC10,QUAR2UC10,QUAR3UC10,DEC1UC10,DEC2UC10,DEC3UC10,DEC4UC10,DEC5UC10,DEC6UC10,DEC7UC10,DEC8UC10,DEC9UC10,RDUC10,PTSA10,PPEN10,PBEN10,PAUT10
01241,82,01,012,0133,8202,240100636,Meillonnas,477,1205.0,,,22755,,,,,,22755,,,,,,,,,
01242,82,01,014,0124,8201,200029999,Merignat,58,128.0,,,16428,,,,,,16428,,,,,,,,,
01243,82,01,012,0130,8213,ZZZZZZZZZ,Messimy-sur-Saone,446,1205.5,,,21872,,,,,,21872,,,,,,,,,
01244,82,01,012,0119,8201,240100883,Meximieux,2973,7371.0,62.5,13425,20019,27478,8127,12104,14891,17443,20019,22651,25521,29866,36174,4.5,73.8,18.9,3.1,4.1
01245,82,01,012,0107,8202,240100693,Bohas-Meyriat-Rignat,351,860.5,,,20955,,,,,,20955,,,,,,,,,
01246,82,01,012,0110,8202,240100669,Mezeriat,853,2118.5,,,18690,,,,,,18690,,,,,,,,,
01247,82,01,013,0114,8219,240100750,Mijoux,150,358.0,,,21820,,,,,,21820,,,,,,,,,
01248,82,01,012,0142,8214,240100875,Mionnay,699,2129.0,79.7,18029,23754,31347,13054,16759,18976,21498,23754,26379,29649,33437,41165,3.2,76.0,14.1,5.6,4.3
01249,82,01,012,0140,8214,240100800,Miribel,3603,8892.5,67.1,15235,21368,29354,9546,13794.5,16497,19061,21368,24362,27698,31376,39665,4.2,69.9,20.8,4.4,5.0
01250,82,01,012,0142,8213,240100602,Miserieux,578,1675.0,,,23384,,,,,,23384,,,,,,,,,
01252,82,01,012,0132,8213,240100594,Mogneneins,293,784.0,,,20449,,,,,,20449,,,,,,,,,
01254,82,01,012,0139,8202,240100693,Montagnat,616,1691.0,,,23412,,,,,,23412,,,,,,,,,
01255,82,01,011,0118,8201,240100412,Montagnieu,230,530.0,,,17949,,,,,,17949,,,,,,,,,
01257,82,01,014,0103,8219,240100891,Montanges,126,317.5,,,21875,,,,,,21875,,,,,,,,,
01258,82,01,012,0132,8213,240100727,Montceaux,416,1249.0,,,20713,,,,,,20713,,,,,,,,,
01259,82,01,012,0143,8202,240100628,Montcet,224,642.5,,,19894,,,,,,19894,,,,,,,,,
01260,82,01,012,0119,8214,240100883,Le Montellier,87,247.5,,,21935,,,,,,21935,,,,,,,,,
01261,82,01,012,0135,8213,240100875,Monthieux,214,616.0,,,21925,,,,,,21925,,,,,,,,,
01262,82,01,012,0120,8214,240100610,Montluel,2805,6919.5,59.3,12141,18564,25760,7513,10777,13502,16333,18564,21432,24249,28156,34625,4.6,71.4,20.0,4.4,4.2
01263,82,01,012,0132,8213,240100727,Montmerle-sur-Saone,1490,3808.5,66.0,15589,20989,27701,10389,14410,16700,18732,20989,23340,25785,29720,36803,3.5,66.4,23.8,4.0,5.9
01264,82,01,012,0139,8202,240100628,Montracol,356,964.5,,,20277,,,,,,20277,,,,,,,,,
01265,82,01,014,0122,8203,240100172,Montreal-la-Cluse,1444,3523.5,53.1,10709,16140,22677,6868,9730,11739,13916,16140,18576,21249,24387,29971,4.4,66.6,21.7,3.2,8.6
01266,82,01,012,0121,8202,240100156,Montrevel-en-Bresse,1002,2231.0,56.5,13670,18514,23805,8863,12441,14756,16709,18514,20271,22370,25229,32118,3.6,57.1,32.9,4.0,6.1
01267,82,01,014,0116,8203,240100701,Nurieux-Volognat,404,1063.0,,,19810,,,,,,19810,,,,,,,,,
01268,82,01,011,0104,8216,240100354,Murs-et-Gelignieux,99,241.0,,,20531,,,,,,20531,,,,,,,,,
01269,82,01,014,0122,8203,240100909,Nantua,1441,3311.0,50.9,8641,14353.5,21377,5198,7473,9889,12325,14353.5,17179,19789,23587,29567,5.7,65.2,26.3,4.1,4.5
01271,82,01,011,0104,8216,240100354,Nattages,222,573.0,,,20639.5,,,,,,20639.5,,,,,,,,,
01272,82,01,012,0110,8213,240100644,Neuville-les-Dames,602,1468.0,,,18653.5,,,,,,18653.5,,,,,,,,,
01273,82,01,012,0125,8201,200029999,Neuville-sur-Ain,636,1571.5,,,18556,,,,,,18556,,,,,,,,,
01274,82,01,014,0122,8203,240100909,Les Neyrolles,235,635.0,,,16117,,,,,,16117,,,,,,,,,
01275,82,01,012,0140,8214,240100800,Neyron,958,2484.0,74.4,17949,25784,36843,12581,16445,19480,22524,25784,28865,34311,40240,53314,4.2,62.3,17.6,7.8,12.3
01276,82,01,012,0120,8214,240100610,Nievroz,491,1440.0,,,21992,,,,,,21992,,,,,,,,,
01277,82,01,011,0128,8201,240100396,Nivollet-Montgriffon,58,111.0,,,18055,,,,,,18055,,,,,,,,,
01279,82,01,011,0128,8201,240100396,Oncieu,,,,,,,,,,,,,,,,,,,,
01280,82,01,011,0118,8201,240100412,Ordonnaz,71,151.5,,,18992,,,,,,18992,,,,,,,,,
01281,82,01,013,0113,8219,240100750,Ornex,1473,3637.5,48.3,12484,28166,47015,231,8819,15634,21825,28166,36222,43347,53144,66743,288.9,82.7,12.3,1.7,3.3
01282,82,01,014,0106,8203,240100867,Outriaz,101,259.5,,,21876,,,,,,21876,,,,,,,,,
01283,82,01,014,0198,8203,240100172,Oyonnax,9231,22993.0,50.1,8828,14562,21089,4761,7701,9923,12340,14562,16882,19426,22939,29145,6.1,63.9,24.7,3.3,8.1
01284,82,01,012,0126,0053,240100685,Ozan,225,627.0,,,17466,,,,,,17466,,,,,,,,,
01285,82,01,012,0142,8213,240100602,Parcieux,397,1119.5,,,24686,,,,,,24686,,,,,,,,,
01286,82,01,011,0104,8216,240100354,Parves,141,375.5,,,20326,,,,,,20326,,,,,,,,,
01288,82,01,013,0112,8219,240100750,Peron,780,1973.5,,,29102,,,,,,29102,,,,,,,,,
01289,82,01,012,0139,8202,240100628,Peronnas,2470,5766.0,69.4,15528.5,20838,27990,10558,14193,16576,18534,20838,23253,26131,30432,38086,3.6,60.2,30.5,4.1,5.3
01290,82,01,012,0119,8201,240100883,Perouges,505,1269.5,,,23881,,,,,,23881,,,,,,,,,
01291,82,01,012,0127,0053,240100826,Perrex,316,831.5,,,19581,,,,,,19581,,,,,,,,,
01292,82,01,014,0106,8203,240100370,Le Petit-Abergement,60,135.0,,,19656,,,,,,19656,,,,,,,,,
01293,82,01,014,0116,8203,240100701,Peyriat,61,178.0,,,21885.5,,,,,,21885.5,,,,,,,,,
01294,82,01,011,0104,8216,240100354,Peyrieu,336,787.5,,,18944,,,,,,18944,,,,,,,,,
01295,82,01,012,0132,8213,240100594,Peyzieux-sur-Saone,169,504.5,,,19889,,,,,,19889,,,,,,,,,
01296,82,01,012,0111,8202,240100651,Pirajoux,156,377.5,,,17905,,,,,,17905,,,,,,,,,
01297,82,01,012,0120,8214,240100610,Pizay,251,767.0,,,21813,,,,,,21813,,,,,,,,,
01298,82,01,014,0103,8219,240100891,Plagne,,,,,,,,,,,,,,,,,,,,
01299,82,01,012,0108,8214,240100677,Le Plantay,182,507.0,,,19954,,,,,,19954,,,,,,,,,
01300,82,01,014,0122,8203,240100909,Le Poizat,166,424.0,,,20982,,,,,,20982,,,,,,,,,
01301,82,01,012,0143,8202,240100628,Polliat,969,2417.0,68.5,16269,21270,28619,11792,14686,17489,19489,21270,23333,26432,30654,37107,3.2,63.4,25.2,6.1,5.2
01302,82,01,011,0104,8216,240100354,Pollieu,66,155.0,,,24123,,,,,,24123,,,,,,,,,
01303,82,01,014,0124,8201,200029999,Poncin,685,1610.0,,,17989,,,,,,17989,,,,,,,,,
01304,82,01,012,0125,8201,200029999,Pont-d'Ain,1069,2580.5,55.3,13330,18329,24903,8198,11859,14377,16431,18329,20918,23678,27015,32652,4.0,64.7,25.8,5.5,4.1
01305,82,01,012,0126,0053,240100685,Pont-de-Vaux,1003,1996.5,51.4,12021,17165,23162,7649,10936,12865,14860,17165,19443,21835,24518,31554,4.1,53.9,27.2,13.2,5.7
01306,82,01,012,0127,0053,240100826,Pont-de-Veyle,686,1393.0,,,17635,,,,,,17635,,,,,,,,,
01307,82,01,014,0122,8203,240100909,Port,352,849.0,,,18585,,,,,,18585,,,,,,,,,
01308,82,01,013,0112,8219,240100750,Pougny,285,711.0,,,26901,,,,,,26901,,,,,,,,,
01309,82,01,012,0133,8202,240100636,Pouillat,,,,,,,,,,,,,,,,,,,,
01310,82,01,011,0104,8216,240100354,Premeyzel,,,,,,,,,,,,,,,,,,,,
01311,82,01,011,0115,8203,240100578,Premillieu,,,,,,,,,,,,,,,,,,,,
01312,82,01,012,0133,8202,240100636,Pressiat,101,235.5,,,17605,,,,,,17605,,,,,,,,,
01313,82,01,013,0113,8219,240100750,Prevessin-Moens,2356,6034.5,49.2,14134,31670,52655,280,9241,16928,24321,31670,38851,47689,58986,79766,284.9,78.1,14.8,3.1,4.0
01314,82,01,012,0125,8201,200029999,Priay,566,1428.5,,,20417,,,,,,20417,,,,,,,,,
01316,82,01,011,0136,8216,240100743,Pugieu,65,162.0,,,18431.5,,,,,,18431.5,,,,,,,,,
01317,82,01,012,0107,8202,240100693,Ramasse,105,250.0,,,20519,,,,,,20519,,,,,,,,,
01318,82,01,012,0142,8213,240100735,Rance,217,665.5,,,23470,,,,,,23470,,,,,,,,,
01319,82,01,012,0130,8213,240100644,Relevant,171,457.5,,,19421,,,,,,19421,,,,,,,,,
01320,82,01,012,0102,0053,240100818,Replonges,1423,3597.0,65.7,15348,20351,26461,10815,13744,16446,18776,20351,22478,24926,28474,34891,3.2,64.6,24.8,3.9,6.7
01321,82,01,012,0107,8202,240100693,Revonnas,313,872.5,,,22075,,,,,,22075,,,,,,,,,
01322,82,01,012,0142,8213,240100602,Reyrieux,1440,4090.0,74.9,18356,24909,33440,13290,16777,19383,21979,24909,27705,31026,35760,44821,3.4,67.3,20.1,6.1,6.5
01323,82,01,012,0126,0053,240100685,Reyssouze,362,910.0,,,18203,,,,,,18203,,,,,,,,,
01325,82,01,012,0119,8201,240100883,Rignieux-le-Franc,354,972.0,,,22816.5,,,,,,22816.5,,,,,,,,,
01328,82,01,012,0110,8213,240100644,Romans,181,499.0,,,19894,,,,,,19894,,,,,,,,,
01329,82,01,011,0136,8216,240100743,Rossillon,69,143.5,,,15756,,,,,,15756,,,,,,,,,
01330,82,01,011,0109,8203,240100370,Ruffieu,81,198.0,,,15509,,,,,,15509,,,,,,,,,
01331,82,01,014,0124,8201,200029999,Saint-Alban,66,162.0,,,17331,,,,,,17331,,,,,,,,,
01332,82,01,012,0102,0053,240100818,Saint-Andre-de-Bage,241,673.0,,,21030,,,,,,21030,,,,,,,,,
01333,82,01,012,0142,8214,240100875,Saint-Andre-de-Corcy,1126,2979.5,69.9,16654,22142,28974,11483,15121,17766,19880,22142,24820,27017,30833,37888,3.3,70.3,22.1,3.1,4.5
01334,82,01,012,0127,0053,240100826,Saint-Andre-d'Huiriat,204,521.0,,,19981,,,,,,19981,,,,,,,,,
01335,82,01,012,0110,8213,240100644,Saint-Andre-le-Bouchoux,115,319.0,,,19860,,,,,,19860,,,,,,,,,
01336,82,01,012,0139,8202,240100628,Saint-Andre-sur-Vieux-Jonc,420,1086.5,,,19563,,,,,,19563,,,,,,,,,
01337,82,01,012,0126,0053,240100685,Saint-Benigne,469,1233.0,,,19426,,,,,,19426,,,,,,,,,
01338,82,01,011,0118,8209,240100347,Saint-Benoit,316,734.0,,,18701,,,,,,18701,,,,,,,,,
01339,82,01,012,0134,8213,240100602,Saint-Bernard,501,1392.5,,,26082,,,,,,26082,,,,,,,,,
01340,82,01,011,0104,8216,240100347,Saint-Bois,50,114.0,,,17650,,,,,,17650,,,,,,,,,
01341,82,01,011,0104,8216,240100354,Saint-Champ,67,159.0,,,22087,,,,,,22087,,,,,,,,,
01342,82,01,012,0120,8214,240100610,Sainte-Croix,177,535.0,,,24315,,,,,,24315,,,,,,,,,
01343,82,01,012,0127,0053,240100826,Saint-Cyr-sur-Menthon,642,1666.5,,,19548,,,,,,19548,,,,,,,,,
01344,82,01,012,0143,8202,240100628,Saint-Denis-les-Bourg,2292,5634.5,70.4,16300,22144,30117,10948,14936,17490,19645,22144,24938,27802,32193,39140,3.6,60.1,29.9,4.7,5.4
01345,82,01,011,0101,8201,240100883,Saint-Denis-en-Bugey,905,2193.5,62.4,13698,18955,25874,9328,12252,14813,16822,18955,21637,24192,27266,32609,3.5,65.2,26.9,3.5,4.4
01346,82,01,012,0121,8202,240100156,Saint-Didier-d'Aussiat,333,893.0,,,18531,,,,,,18531,,,,,,,,,
01347,82,01,012,0134,8213,240100602,Saint-Didier-de-Formans,661,1847.0,,,25083,,,,,,25083,,,,,,,,,
01348,82,01,012,0132,8213,240100594,Saint-Didier-sur-Chalaronne,1086,2734.0,56.8,13116.5,18062,24198.5,8149,11946,14177,16510,18062,20370,22670,25772,31720,3.9,62.6,27.9,5.4,4.1
01349,82,01,012,0119,8201,240100883,Saint-Eloi,166,434.5,,,23088,,,,,,23088,,,,,,,,,
01350,82,01,012,0133,8202,240100636,Saint-Etienne-du-Bois,982,2403.5,60.5,14773,19764,25459,10182,13659,16137,17770,19764,22129,24560,27717,33331,3.3,63.9,26.3,4.4,5.4
01351,82,01,012,0132,8213,240100594,Saint-Etienne-sur-Chalaronne,534,1471.5,,,18827,,,,,,18827,,,,,,,,,
01352,82,01,012,0126,0053,240100685,Saint-Etienne-sur-Reyssouze,216,527.0,,,17964,,,,,,17964,,,,,,,,,
01353,82,01,012,0142,8213,240100602,Sainte-Euphemie,511,1502.5,,,23641,,,,,,23641,,,,,,,,,
01354,82,01,013,0113,8219,240100750,Saint-Genis-Pouilly,3202,7610.5,45.0,9586,22601,40876,284,7247,12468,17723,22601,29253,36738,45778,58830,207.2,77.2,17.2,2.4,3.3
01355,82,01,012,0127,0053,240100826,Saint-Genis-sur-Menthon,160,410.5,,,20411,,,,,,20411,,,,,,,,,
01356,82,01,012,0110,8213,240100644,Saint-Georges-sur-Renon,69,210.0,,,20828,,,,,,20828,,,,,,,,,
01357,82,01,014,0103,8219,240100891,Saint-Germain-de-Joux,193,480.0,,,15755,,,,,,15755,,,,,,,,,
01358,82,01,011,0104,8216,240100354,Saint-Germain-les-Paroisses,167,415.0,,,18529,,,,,,18529,,,,,,,,,
01359,82,01,012,0135,8213,240100875,Saint-Germain-sur-Renon,93,240.0,,,21161,,,,,,21161,,,,,,,,,
01360,82,01,013,0112,8219,240100750,Saint-Jean-de-Gonville,549,1332.5,,,29098,,,,,,29098,,,,,,,,,
01361,82,01,012,0119,8201,240100883,Saint-Jean-de-Niost,521,1479.5,,,24427,,,,,,24427,,,,,,,,,
01362,82,01,012,0142,8213,240100602,Saint-Jean-de-Thurigneux,263,734.5,,,24095,,,,,,24095,,,,,,,,,
01363,82,01,014,0124,8201,200029999,Saint-Jean-le-Vieux,684,1653.5,,,19703,,,,,,19703,,,,,,,,,
01364,82,01,012,0129,8202,240100339,Saint-Jean-sur-Reyssouze,317,758.0,,,18033,,,,,,18033,,,,,,,,,
01365,82,01,012,0127,0053,240100826,Saint-Jean-sur-Veyle,429,1131.5,,,19341,,,,,,19341,,,,,,,,,
01366,82,01,011,0117,8201,240100883,Sainte-Julie,326,905.0,,,20618,,,,,,20618,,,,,,,,,
01367,82,01,012,0129,8202,240100339,Saint-Julien-sur-Reyssouze,287,670.5,,,17211,,,,,,17211,,,,,,,,,
01368,82,01,012,0110,8213,240100669,Saint-Julien-sur-Veyle,270,731.5,,,18487,,,,,,18487,,,,,,,,,
01369,82,01,012,0139,8202,240100693,Saint-Just,330,894.0,,,22791,,,,,,22791,,,,,,,,,
01370,82,01,012,0102,0053,247104193,Saint-Laurent-sur-Saone,887,1588.5,,,16113,,,,,,16113,,,,,,,,,
01371,82,01,012,0135,8214,240100875,Saint-Marcel,395,1185.0,,,19706,,,,,,19706,,,,,,,,,
01372,82,01,011,0136,8216,240100743,Saint-Martin-de-Bavel,167,430.5,,,19616,,,,,,19616,,,,,,,,,
01373,82,01,014,0122,8203,240100909,Saint-Martin-du-Frene,418,1094.0,,,19279,,,,,,19279,,,,,,,,,
01374,82,01,012,0125,8202,240100842,Saint-Martin-du-Mont,679,1663.0,,,20995,,,,,,20995,,,,,,,,,
01375,82,01,012,0121,8202,240100156,Saint-Martin-le-Chatel,286,811.0,,,20242,,,,,,20242,,,,,,,,,
01376,82,01,012,0140,8214,240100800,Saint-Maurice-de-Beynost,1467,3784.5,60.1,13096,18848,25275,8163,11297,14384,16835,18848,20775,23592,27494,33768,4.1,67.8,23.0,4.7,4.5
01378,82,01,012,0119,8201,240100883,Saint-Maurice-de-Gourdans,900,2505.5,72.0,17378,23506,30661,12720,16179,18443,21120,23506,26003,28822,32750,39486,3.1,71.4,16.7,5.7,6.2
01379,82,01,011,0101,8201,240100883,Saint-Maurice-de-Remens,269,710.0,,,18931,,,,,,18931,,,,,,,,,
01380,82,01,012,0129,8202,240100339,Saint-Nizier-le-Bouchoux,284,663.0,,,15310,,,,,,15310,,,,,,,,,
01381,82,01,012,0108,8214,240100677,Saint-Nizier-le-Desert,319,903.5,,,18187,,,,,,18187,,,,,,,,,
01382,82,01,012,0130,8213,240100875,Sainte-Olive,114,308.0,,,22284,,,,,,22284,,,,,,,,,
01383,82,01,012,0135,8214,240100875,Saint-Paul-de-Varax,552,1414.5,,,17959,,,,,,17959,,,,,,,,,
01384,82,01,011,0128,8201,240100396,Saint-Rambert-en-Bugey,942,2125.0,47.9,9833,15855,21170,4315,8325.5,11717,13795,15855,17622,19772,22777,26950,6.3,63.0,27.9,5.9,3.1
01385,82,01,012,0139,8202,240100628,Saint-Remy,360,929.5,,,21862,,,,,,21862,,,,,,,,,
01386,82,01,011,0117,8201,240100883,Saint-Sorlin-en-Bugey,448,1091.0,,,22171.5,,,,,,22171.5,,,,,,,,,
01387,82,01,012,0121,8202,240100156,Saint-Sulpice,66,168.0,,,17096,,,,,,17096,,,,,,,,,
01388,82,01,012,0129,8202,240100339,Saint-Trivier-de-Courtes,448,931.5,,,16882,,,,,,16882,,,,,,,,,
01389,82,01,012,0130,8213,240100941,Saint-Trivier-sur-Moignans,673,1773.0,,,19190,,,,,,19190,,,,,,,,,
01390,82,01,011,0117,8201,240100883,Saint-Vulbas,346,844.0,,,19971,,,,,,19971,,,,,,,,,
01391,82,01,012,0111,8202,240100651,Salavre,131,302.0,,,20721,,,,,,20721,,,,,,,,,
01392,82,01,014,0116,8203,240100701,Samognat,247,712.5,,,21007,,,,,,21007,,,,,,,,,
01393,82,01,012,0110,8213,240100644,Sandrans,194,536.5,,,19995,,,,,,19995,,,,,,,,,
01396,82,01,011,0117,8201,240100883,Sault-Brenaz,445,1037.5,,,16063,,,,,,16063,,,,,,,,,
01397,82,01,013,0113,8219,240100750,Sauverny,385,1028.5,,,30065,,,,,,30065,,,,,,,,,
01398,82,01,012,0130,8213,240100735,Savigneux,453,1225.0,,,20813,,,,,,20813,,,,,,,,,
01399,82,01,013,0114,8219,240100750,Segny,605,1551.0,,,30721,,,,,,30721,,,,,,,,,
01400,82,01,011,0118,8201,240100412,Seillonnaz,67,154.5,,,19203,,,,,,19203,,,,,,,,,
01401,82,01,013,0113,8219,240100750,Sergy,719,1879.0,,,32908,,,,,,32908,,,,,,,,,
01402,82,01,012,0126,0053,240100685,Sermoyer,286,673.0,,,17760,,,,,,17760,,,,,,,,,
01403,82,01,011,0118,8201,240100412,Serrieres-de-Briord,490,1224.0,,,17866,,,,,,17866,,,,,,,,,
01404,82,01,014,0116,8201,240100701,Serrieres-sur-Ain,64,121.0,,,19862,,,,,,19862,,,,,,,,,
01405,82,01,012,0139,8202,240100628,Servas,415,1140.5,,,17995,,,,,,17995,,,,,,,,,
01406,82,01,012,0129,8202,240100339,Servignat,73,161.5,,,15361,,,,,,15361,,,,,,,,,
01407,82,01,011,0131,8219,247400823,Seyssel,406,908.5,,,17404,,,,,,17404,,,,,,,,,
01408,82,01,012,0107,8202,240100636,Simandre-sur-Suran,264,671.5,,,18278,,,,,,18278,,,,,,,,,
01409,82,01,011,0109,8216,240100370,Songieu,62,139.0,,,17727,,,,,,17727,,,,,,,,,
01410,82,01,014,0116,8203,240100701,Sonthonnax-la-Montagne,127,356.0,,,22063,,,,,,22063,,,,,,,,,
01411,82,01,011,0117,8201,240100883,Souclin,119,269.0,,,18468,,,,,,18468,,,,,,,,,
01412,82,01,012,0110,8213,240100644,Sulignat,213,605.0,,,19308,,,,,,19308,,,,,,,,,
01413,82,01,014,0103,8219,240100891,Surjoux,,,,,,,,,,,,,,,,,,,,
01414,82,01,011,0109,8216,240100370,Sutrieu,100,231.5,,,19173,,,,,,19173,,,,,,,,,
01415,82,01,011,0109,8216,240100370,Talissieu,198,404.0,,,20084.5,,,,,,20084.5,,,,,,,,,
01416,82,01,011,0128,8201,240100396,Tenay,475,1004.5,,,16699,,,,,,16699,,,,,,,,,
01417,82,01,011,0115,8203,240100578,Thezillieu,146,313.0,,,18670,,,,,,18670,,,,,,,,,
01418,82,01,012,0140,8214,240100800,Thil,343,1018.5,,,25266,,,,,,25266,,,,,,,,,
01419,82,01,013,0113,8219,240100750,Thoiry,1955,4927.0,48.6,12705,29003,48035,116,9031,16073,22244,29003,35919,43677,53441,71785,618.8,79.3,13.8,2.8,4.0
01420,82,01,012,0132,8213,240100594,Thoissey,695,1385.5,,,16456,,,,,,16456,,,,,,,,,
01421,82,01,011,0128,8201,240100396,Torcieu,320,753.0,,,19048,,,,,,19048,,,,,,,,,
01422,82,01,012,0125,8202,240100842,Tossiat,537,1423.5,,,21521,,,,,,21521,,,,,,,,,
01423,82,01,012,0142,8213,240100602,Toussieux,277,811.5,,,24565,,,,,,24565,,,,,,,,,
01424,82,01,012,0142,8214,240100800,Tramoyes,575,1696.5,,,25821,,,,,,25821,,,,,,,,,
01425,82,01,012,0125,8202,240100842,La Trancliere,118,310.5,,,21388,,,,,,21388,,,,,,,,,
01426,82,01,012,0133,8202,240100636,Treffort-Cuisiat,908,2220.5,60.2,14247,19591,26497,8985,12682,15738,17659,19591,22030,24777,28359,35298,3.9,64.2,22.3,8.1,5.4
01427,82,01,012,0134,8213,240100602,Trevoux,2664,6712.5,61.5,13245,19058,26558,8100,11497,14618,16901.5,19058,21603.5,24544,28865,36437,4.5,71.7,19.3,4.9,4.1
01428,82,01,012,0132,8213,240100941,Valeins,,,,,,,,,,,,,,,,,,,,
01429,82,01,012,0143,8202,240100628,Vandeins,223,605.5,,,19210,,,,,,19210,,,,,,,,,
01430,82,01,012,0125,8201,200029999,Varambon,204,510.0,,,21107,,,,,,21107,,,,,,,,,
01431,82,01,011,0117,8201,240100883,Vaux-en-Bugey,491,1202.0,,,20081,,,,,,20081,,,,,,,,,
01432,82,01,012,0111,8202,240100651,Verjon,121,267.0,,,18918,,,,,,18918,,,,,,,,,
01433,82,01,012,0129,8202,240100339,Vernoux,87,237.0,,,15005,,,,,,15005,,,,,,,,,
01434,82,01,012,0108,8214,240100677,Versailleux,123,337.5,,,21441,,,,,,21441,,,,,,,,,
01435,82,01,013,0113,8219,240100750,Versonnex,756,2060.5,55.8,17006,29120,43195,6050,13810,19993,24449,29120,33902,39301,47922,63017,10.4,79.9,15.0,1.9,3.2
01436,82,01,013,0114,8219,ZZZZZZZZZ,Vesancy,207,500.5,,,29871,,,,,,29871,,,,,,,,,
01437,82,01,012,0129,0053,240100339,Vescours,88,215.0,,,16053,,,,,,16053,,,,,,,,,
01439,82,01,012,0102,0053,240100818,Vesines,,,,,,,,,,,,,,,,,,,,
01441,82,01,014,0106,8203,240100867,Vieu-d'Izenave,257,670.0,,,18055,,,,,,18055,,,,,,,,,
01442,82,01,011,0109,8216,240100370,Vieu,163,385.0,,,20764,,,,,,20764,,,,,,,,,
01443,82,01,012,0135,8214,240100875,Villars-les-Dombes,1743,4200.5,62.4,14864,20129,26550,10280,13521,16036,18068,20129,22326,24811,28558,34733,3.4,68.4,23.8,3.3,4.5
01444,82,01,011,0117,8201,240100883,Villebois,462,1143.5,,,18125,,,,,,18125,,,,,,,,,
01445,82,01,012,0111,8202,240100651,Villemotier,229,627.5,,,19454,,,,,,19454,,,,,,,,,
01446,82,01,012,0130,8213,ZZZZZZZZZ,Villeneuve,478,1380.0,,,21072,,,,,,21072,,,,,,,,,
01447,82,01,012,0107,8202,240100693,Villereversure,450,1123.0,,,18561,,,,,,18561,,,,,,,,,
01448,82,01,014,0103,8219,240100891,Villes,140,349.0,,,25145,,,,,,25145,,,,,,,,,
01449,82,01,012,0108,8201,240100677,Villette-sur-Ain,256,684.0,,,22533.5,,,,,,22533.5,,,,,,,,,
01450,82,01,012,0119,8201,240100883,Villieu-Loyes-Mollon,1206,3261.5,67.7,16095,21853,29122,11257,14825,17497,19816,21853,23973,27112,31225,39449,3.5,70.0,18.3,6.8,4.9
01451,82,01,012,0143,8202,240100628,Viriat,2363,5988.5,68.8,15512,21035,27818,10294,14186,16706,18821,21035,23357,26034,30073,37019,3.6,62.5,26.8,4.5,6.3
01452,82,01,011,0136,8216,240100743,Virieu-le-Grand,471,1118.5,,,16290,,,,,,16290,,,,,,,,,
01453,82,01,011,0109,8216,240100370,Virieu-le-Petit,155,295.5,,,17531,,,,,,17531,,,,,,,,,
01454,82,01,011,0104,8216,240100354,Virignin,318,846.0,,,19107,,,,,,19107,,,,,,,,,
01456,82,01,011,0136,8216,240100354,Vongnes,,,,,,,,,,,,,,,,,,,,
01457,82,01,012,0110,8202,240100669,Vonnas,1178,2824.5,52.3,11630,16705,23271,7025,10335,12906,14959,16705,19032,21448,25273,30537,4.4,60.6,28.8,4.4,6.3
02001,22,02,022,0209,2202,240200683,Abbecourt,208,526.0,,,16448,,,,,,16448,,,,,,,,,
02002,22,02,022,0214,2205,240200428,Achery,235,611.0,,,17615,,,,,,17615,,,,,,,,,
02003,22,02,024,0204,2206,240200477,Acy,382,1032.0,,,18091,,,,,,18091,,,,,,,,,
02004,22,02,022,0219,2204,240200469,Agnicourt-et-Sechelles,78,215.0,,,13941,,,,,,13941,,,,,,,,,
02005,22,02,022,0221,2204,240200576,Aguilcourt,138,377.0,,,19177,,,,,,19177,,,,,,,,,
02006,22,02,025,0216,2205,240200485,Aisonville-et-Bernoville,115,275.5,,,17494,,,,,,17494,,,,,,,,,
02007,22,02,022,0212,2204,240200592,Aizelles,,,,,,,,,,,,,,,,,,,,
02008,22,02,024,0232,2206,240200501,Aizy-Jouy,113,304.0,,,16731,,,,,,16731,,,,,,,,,
02009,22,02,023,0220,2205,240200279,Alaincourt,195,524.0,,,17392,,,,,,17392,,,,,,,,,
02010,22,02,024,0232,2206,240200501,Allemant,63,192.0,,,17019.5,,,,,,17019.5,,,,,,,,,
02011,22,02,024,0235,2206,240200436,Ambleny,433,1154.5,,,20984,,,,,,20984,,,,,,,,,
02012,22,02,024,0224,2206,240200519,Ambrief,,,,,,,,,,,,,,,,,,,,
02013,22,02,022,0221,2204,240200576,Amifontaine,157,418.0,,,17366,,,,,,17366,,,,,,,,,
02014,22,02,022,0209,2202,240200683,Amigny-Rouy,279,718.0,,,18000,,,,,,18000,,,,,,,,,
02015,22,02,024,0236,0056,240200568,Ancienville,,,,,,,,,,,,,,,,,,,,
02016,22,02,022,0214,2202,240200428,Andelain,76,217.0,,,17651,,,,,,17651,,,,,,,,,
02017,22,02,022,0214,2202,240200428,Anguilcourt-le-Sart,112,301.0,,,17315,,,,,,17315,,,,,,,,,
02018,22,02,022,0201,2206,240200659,Anizy-le-Chateau,852,1969.5,,,16849,,,,,,16849,,,,,,,,,
02019,22,02,023,0229,2205,240200527,Annois,156,400.0,,,17107,,,,,,17107,,,,,,,,,
02020,22,02,025,0202,2203,240200600,Any-Martin-Rieux,196,485.5,,,14787,,,,,,14787,,,,,,,,,
