product_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Dégustation Grands Crus,Fruits à coque,Oeuf,Arachide,,,,,,,,,,,
Fèves Dulcey Valrhona,Fruits à coque,Oeuf,arachide,,,,,,,,,,,
Fantaisie Avelina Dulcey,Oeuf,Gluten,Arachide,,,,,,,,,,,
Choco monnaie euro,Gluten,Fruits à coque,,,,,,,,,,,,
Chips à l'ancienne extra-fines,Lait,Blé,Moutarde,Soja,Céleri,,,,,,,,,
5 Légumes,Lait,,,,,,,,,,,,,
"Paëlla Volaille, Fruits de mer et Chorizo - 1 kg",Gluten,Soja,Céleri,Moutarde,,,,,,,,,,
Netto Cola one light,phénylalanine,,,,,,,,,,,,,
Netto Chocolat noir dessert,gluten,lait,fruits à coque,,,,,,,,,,,
Cacahuètes grillées et salées,fruits à coque,,,,,,,,,,,,,
120 Biscottes,sésame,,,,,,,,,,,,,
Saucisses lentilles - 840 g ,lait,oeuf,,,,,,,,,,,,
20 Bâtonnets à base de Chair de poisson saveur crabe - 400 g,crustacés,mollusques,moutarde,lait,,,,,,,,,,
Cervelas - Top Budget,oeuf,moutarde,,,,,,,,,,,,
Chocolat,fruits à coque,gluten,lait,,,,,,,,,,,
top budget Chocolat noir pâtissier,fruits à coque,gluten,lait,,,,,,,,,,,
Corn Flakes,arachide,fruit à coque,lait,,,,,,,,,,,
Pain d'Épices,gluten,,,,,,,,,,,,,
Chardonnay cuvée prestige 2011,Sulfites,,,,,,,,,,,,,
Le Fromage Fouetté Madame Loïk Ail & Fines Herbes (23% MG) - 150 g,fruits à coque,,,,,,,,,,,,,
Chokichoc,noisettes,amandes,arachides,,,,,,,,,,,
Häagen-Dazs - Salted Caramel (Caramel au beurre salé),Soja,Fruit à coque,,,,,,,,,,,,
Häagen-Dazs - Vanilla Pecan,fruits à coque,,,,,,,,,,,,,
Häagen-Dazs - Caramel Biscuit & cream Speculoos,Lait,oeuf,blé,soja,,,,,,,,,,
Macadamia nut brittle,Fruits à coque,,,,,,,,,,,,,
Strawberries & Cream,Lait,Oeuf,,,,,,,,,,,,
Secret sensations crème brûlée,lait,oeuf,,,,,,,,,,,,
Champagne Premier cru,Sulfites,,,,,,,,,,,,,
TSARINE,Sulfites,,,,,,,,,,,,,
Cassoulet au confit de canard - 760 g - Amaury,petits morceaux d'os,,,,,,,,,,,,,
Petit salé d'oie aux lentilles vertes cuisinées - 760 g - Amaury,gluten,os,,,,,,,,,,,,
Canard aux cèpes sauce forestière Amaury,sulfites,petits morceaux d'os,,,,,,,,,,,,
Poulet basquaise cuisiné à l'huile d'olive Amaury,sulfites,,,,,,,,,,,,,
Curry,gluten,,,,,,,,,,,,,
Préparation pour Parmentier de boeuf,Poissons,Crustacés,Mollusques,Soja,Oeuf,Moutarde,Fruits à coque,,,,,,,
Préparation pour Parmentier de poulet,fruits à coque,soja,moutarde,oeuf,poisson,crustacés,,,,,,,,
Les Orangettes Chevaliers d'Argouges,fruits à coque,gluten,lait,,,,,,,,,,,
Orangettes chocolat noir origine Tanzanie Chocolaterie C.D.A.,fruits à coque,lait,soja,,,,,,,,,,,
krouncho châtaigne,gluten,sésame,soja,lait,arachide,fruits à coques,,,,,,,,
krounchy too chocolat,sésame,arachide,fruits a coques,,,,,,,,,,,
Krounchy familial aux fruits,Gluten,fruits à coque,sésame,,,,,,,,,,,
corn flakes,gluten,fruits à coques,soja,sésame,lait,arachide,,,,,,,,
krouncky fruits du verger,soja,arachides,,,,,,,,,,,,
Super Flakes Fruits rouges,gluten,fruits à coques,soja,sésame,lait,arachide,,,,,,,,
"super flakes copeaux de chocolat noir, riz et épautre complet",fruits à coques,soja,sésame,lait,arachide,,,,,,,,,
Tartines Ki'Kroc,gluten,fruits à coques,produits laitiers,,,,,,,,,,,
Pops miel Bio Terres et Céréales,gluten,fruits à coques,soja,sésame,lait,arachide,,,,,,,,
Pops miel chocolat Bio Terres et Céréales,gluten,lait,fruits à coques,soja,sésame,arachide,,,,,,,,
Muesli aux fruits Bio Terres et Céréales,gluten,fruits à coques,sésame,soja,lait,arachide,,,,,,,,
Fourré tout choco Bio Terres et Céréales,gluten,fruits à coque,lait,soja,sésame,arachide,,,,,,,,
Muesli croustillant pomme cannelle Bio Terres et Céréales,gluten,fruits à coques,soja,sésame,lait,arachide,,,,,,,,
Tartines craquantes au Sarrasin,gluten,fruits à coque,produits laitiers,,,,,,,,,,,
Galettes 5 céréales,Gluten,Sésame,,,,,,,,,,,,
Flakes d'épeautre Bio Terres et Céréales,gluten,fruits à coques,soja,sésame,lait,arachide,,,,,,,,
Flocons d'avoine Complets,soja,sésame,fruits à coque,,,,,,,,,,,
Corn flakes Bio Terres et Céréales,gluten,fruits à coques,soja,sésame,lait,arachide,,,,,,,,
Purée de Choux Fleurs,Céleri,Noisette,,,,,,,,,,,,
Purée d'épinards,Céleri,Noisette,,,,,,,,,,,,
"Mission Saint-Vincent, Réserve 2010",Sulfites,,,,,,,,,,,,,
Biscuits Nature & Bienfaits - 100% Végétal - Sans levure - Blé & Sésame,soja,oeufs,lait,fruits à coque,lupin,arachides,,,,,,,,
Sablés Raisins - Pur beurre,lait,sésame,soja,fruits à coque,,,,,,,,,,
4 Tartelettes Myrtilles épeautre,lait,beurre,oeuf,Fruits à coque,,,,,,,,,,
"Gambas sauvages, entières crues, congelées  ",Crustacés,Sulfites,,,,,,,,,,,,
Clémentine corse,fruits à coque,lait,oeuf,,,,,,,,,,,
Confiture Extra Bio de Corse Clémentine,fruits à coque,lait,oeufs,,,,,,,,,,,
Amandes Poudre,arachide,fruits à coque,sésame,gluten,anhydride sulfureux,soja,,,,,,,,
Cerneaux de noix,Sésame,Gluten,anhydride sulfureux,Soja,Arachide,Fruits à coque,,,,,,,,
Mélange Quatre épices,sulfites,,,,,,,,,,,,,
Lactel,lait,,,,,,,,,,,,,
Grattons de canard à l'échalotte,lait,oeufs,,,,,,,,,,,,
Gavottes,Gluten,lait,soja,,,,,,,,,,,
Bio Miso - Riz,soja,,,,,,,,,,,,,
Taboulé de semoule semi-complète,Gluten,,,,,,,,,,,,,
TAJINE AMANDES PRUNEAUX 525G,amande,,,,,,,,,,,,,
Les graines Express Trésor du Maroc Bio - 250 g - Danival,Gluten,,,,,,,,,,,,,
Les graines Express 2 céréales & légumineuses,Gluten,,,,,,,,,,,,,
Houmous Bio - 100 g - Danival,sésame,,,,,,,,,,,,,
Confit de poivrons,moutarde,,,,,,,,,,,,,
Biscuits rose de Reims,Contien du gluten et des oeufs. Peu contenir des traces de soja et de fruits à coques,,,,,,,,,,,,,
Macarons amande,gluten,oeufs,amandes,soja,autres fruits à coque,,,,,,,,,
Moustarde Violette au moult de raisin,sulfites,,,,,,,,,,,,,
Moutarde à la verveine du Velay,sulfites,,,,,,,,,,,,,
Moutarde à l'estragon,sulfites,,,,,,,,,,,,,
Gastronome hachés de volaille,Blé.,,,,,,,,,,,,,
Rôti de dinde farci aux cèpes,lait,blé,oeuf,,,,,,,,,,,
Chablis AOC 2011 Bio Pierre de Préhy,sulfites,,,,,,,,,,,,,
Véritables Gaufres Flamandes,Gluten,,,,,,,,,,,,,
Vin mousseux brut blanc de blancs 75 cl Charles Volner,sulfites,,,,,,,,,,,,,
Artisans et Talents Farine de blé T65 panifiable Produit sujet à dessiccation,Soja,sésame,oeuf,,,,,,,,,,,
Marbré chocolat,arachide,,,,,,,,,,,,,
Cookies aux pépites de chocolat,arachide,fruits à coque,,,,,,,,,,,,
Tortellinis à la ricotte & aux épinards - 300 g,gluten,oeuf,lactose,sulfites,soja,,,,,,,,,
Pains au chocolat,Fruits à coque,,,,,,,,,,,,,
Rochambeau chocolat blanc noix de coco caramélisée,Fruits à coque,Gluten,,,,,,,,,,,,
Chocolat lait fourré ,Fruits secs,arachide,,,,,,,,,,,,
Blanc goyavier,Fruits secs,arachide,,,,,,,,,,,,
Huile de sésame vierge,Fruits à coques,Arachide,,,,,,,,,,,,
Cheverny 2011,Sulfites,,,,,,,,,,,,,
"Rosette, 20 tranches fines",Fruits à coques,,,,,,,,,,,,,
Les Grandes Tranches,Fruits à coques,,,,,,,,,,,,,
Les Grandes Tranches,Fruits à coques,,,,,,,,,,,,,
Jambon cru Grandes tranches,fruits à coque,protéines de lait,,,,,,,,,,,,
Coppa,fruits à coque,,,,,,,,,,,,,
4 Bâtons de Berger à croquer,Fruits à coques,,,,,,,,,,,,,
Petits Bâtons de Berger® Format Pocket - 35 g - Justin Bridou,soja,fruits à coques,,,,,,,,,,,,
Coppa dentelles,fruits à coque,,,,,,,,,,,,,
Viande des Grisons,fruits à coques,,,,,,,,,,,,,
Serrano - Les Grandes Tranches,Fruits à coques,,,,,,,,,,,,,
Pata Negra,Fruits à coques,,,,,,,,,,,,,
Serrano Quart Pré-Tranché,Fruits à coques,,,,,,,,,,,,,
Jambon cru,fruits à coques,,,,,,,,,,,,,
Quart Pré-Tranché,Fruits à coques,,,,,,,,,,,,,
Jambon cru &quot;fines et fondantes&quot; - 25 % de sel,fruits à coque,protéines de lait,,,,,,,,,,,,
Serrano les grandes tranches 2 barquettes + 1 gratuite,fruits à coques,,,,,,,,,,,,,
Les grandes tranches 6+4 tranches gratuites de jambon cru,fruits à coques,protéines de lait,,,,,,,,,,,,
La Fine Saint Agaûne,lactose,lait,,,,,,,,,,,,
Chocolat,fruits à coque,gluten,lait,,,,,,,,,,,
Chocolat de ménage au lait,fruits à coque,gluten,,,,,,,,,,,,
Ravioli à la sauce tomate - 800 g ,lait,oeuf,gluten,céleri,,,,,,,,,,
Riz - Long étuvé - Eco+,sucre,acides gras saturés,,,,,,,,,,,,
terrine eco+,oeuf,lait,céleri,moutarde,gluten,,,,,,,,,
15 bâtonnets de poissons panés,Oeufs,Lait,Soja,Céleri,Moutarde,Mollusques,,,,,,,,
Boules de céréales au chocolat,Arachides,Soja,Lait,Fruits à coque,Sésame,,,,,,,,,
Thon à la catalane,moutarde,,,,,,,,,,,,,
Salami Danois,Moutarde,,,,,,,,,,,,,
Muesli  croustillant aux fruits,arachides,fruit à coque,lait,sésame,,,,,,,,,,
Corn flakes nature 2 sachets fraîcheur,Fruits à coque,Lait,,,,,,,,,,,,
Sauce curry,lait,céleri,,,,,,,,,,,,
6 quenelles lyonnaises nature,Poisson,,,,,,,,,,,,,
Château Saint-Paul 2007 - Cru Bourgeois,Sulfites,,,,,,,,,,,,,
Côteaux Bourguignons,Sulfites,,,,,,,,,,,,,
Biscuits nappés chocolat noir Karéléa,fruits à coque, sésame, soja,,,,,,,,,,,
Pêcheries Sétoises - Filets d'anchois marinés,Crustacés,Mollusque,,,,,,,,,,,,
Gourmand - Dessert Café,soja,fruit à coque,,,,,,,,,,,,
Dessert chocolat ,Soja,Fruits à coque,,,,,,,,,,,,
Mamie Nova Crème Café Cappucino,Soja,Fruits à coque,,,,,,,,,,,,
Mamie Nova crème amande,soja,,,,,,,,,,,,,
Yaourt Mandarine Citron vert,Lait,,,,,,,,,,,,,
Dessert réglisse / menthe,fruits à coque,soja,,,,,,,,,,,,
Gourmand crème Chocolat Framboise,fruits à coque,soja,,,,,,,,,,,,
Les biscuits,Fruits à coque,Arachides,,,,,,,,,,,,
Gambas sauvages,sulfites,,,,,,,,,,,,,
Tartines au blé complet,Soja,,,,,,,,,,,,,
Ménetou Salon 2012,Sulfites,,,,,,,,,,,,,
Caramelô,Fruits à coque,,,,,,,,,,,,,
Galettes de céréales complètes Roquefort,Sésame,Céleri,Fruits à coque,Œuf,,,,,,,,,,
Galettes de céréales complètes épinards-pignons,Sésame,Fruits à coque,oeuf,moutarde,céleri,lait,,,,,,,,
Mere Poulard - Sablé Gourmands Caramel au Beurre Salé,soja,sésame,arachide,fruits a coques,,,,,,,,,,
Les Cookies du Mont Saint Michel,Soja,Sésame,Arachide,Fruits à coque,,,,,,,,,,
"Mère Poulard, Les Galettes Caramel au Beurre Salé",soja,sésame,arachide,fruits à coque,,,,,,,,,,
Les sablés du Mont Saint Michel,Soja,Sésame,Arachide,Fruits à coque,,,,,,,,,,
les cookies pause goûter,soja,sésame,arachides,fruits à coque,,,,,,,,,,
Mère Poulard galettes Bretonnes caramel au beurre salé,Soja,Sésame,Arachide,Fruits à coque,,,,,,,,,,
Chocolat en poudre tradition,oeufs,soja,fruits à coque,céréales contenant du gluten,céleri,sulfites,lupin,Lait,,,,,,
Château La Jolie 2012 - Bergerac,Sulfites,,,,,,,,,,,,,
Aiguillettes de citron confites égouttées,E330,E220,,,,,,,,,,,,
Kaoka noir orange,fruits à coque,gluten,lait,,,,,,,,,,,
KAOKA Ecuador 80% cacao,fruits à coques,gluten,lait,,,,,,,,,,,
[Chocolat] Lait noix de coco,fruits à coque,gluten,,,,,,,,,,,,
Galettes riz complet quinoa,soja,lait,sésame,,,,,,,,,,,
Coulis de tomate Jardin Bio,Acides gras saturés,,,,,,,,,,,,,
Bouillon cube Légumes sans sel ajouté aromates Jardin Bio,gluten,oeuf,poisson,lait,fruits à coque,moutarde,sésame,sulfites,,,,,,
Sablés Pur Beurre Jardin Bio,soja,fruits à coque,,,,,,,,,,,,
Chocolat Noir dégustation Jardin Bio,lait,gluten,fruits à coque,,,,,,,,,,,
Spaghetti Quinoa Persil Ail,oeufs,,,,,,,,,,,,,
"Apérivrais chèvre doux, poivron, pavot, basilic",lait de vache,,,,,,,,,,,,,
Iller 6 cervelas à l'alsacienne,moutarde.,pistaches,,,,,,,,,,,,
Tofu Nature Bio,céleri,moutarde,fruit à coque,sésame,,,,,,,,,,
Breizh Cola Zéro Sucre,phénylalanine,,,,,,,,,,,,,
Riz Cantonais Express,Céleri,Blé,Oeufs,,,,,,,,,,,
croque baby fromage,mollusques,,,,,,,,,,,,,
Mini gratin dauphinois,gluten,céleri,oeuf,poisson,soja,,,,,,,,,
4 hachés de saumon,blé,mollusques,arête,,,,,,,,,,,
4 paillassons pommes de terre oignons,oeufs,lait,blé,céléri,poisson,,,,,,,,,
4 Hachés au Saumon,Mollusques,poisson,lait,oeuf,blé,,,,,,,,,
Nuits St-Georges 2009,sulfites,,,,,,,,,,,,,
Gevrey Chambertin 2009,Sulfites,,,,,,,,,,,,,
Ciabatta,céréales,oeuf,lait,arachide,fruits à coque,sésame,sulfites,soja,,,,,,
Chips saveur Sel & Vinaigre,lait,céleri,moutarde,,,,,,,,,,,
Chips saveur Bolognaise,Lait,Moutarde,,,,,,,,,,,,
Chips bio,Gluten,Lait,Céleri,Moutarde,,,,,,,,,,
Chips au sel de Guérande,gluten,lait,céleri,moutarde,,,,,,,,,,
Les Natures Classiques,Gluten,lait,céleri,moutarde,,,,,,,,,,
Chips pommes de terre rôties Ail & Romarin,Gluten,Céleri,Moutarde,,,,,,,,,,,
Chips saveur carbonara,Gluten,Céleri,Moutarde,,,,,,,,,,,
Brossard - Savane Pépit',arachide,fruits à coque,lait,,,,,,,,,,,
Mon pain d'épices au miel Brossard,Gluten,fruits à coques,,,,,,,,,,,,
Cookies aux pépites de chocolat et aux noisettes,fruits à coque,soja,sésame,arachide,,,,,,,,,,
Les deux pins Sauvignon 2010,Sulfites,,,,,,,,,,,,,
Mini pastille du mineur sans sucres,lait,fruits à coque,,,,,,,,,,,,
Chocolat noir bio au café d'Ethiopie ,fruits à coque,,,,,,,,,,,,,
Chocolat Noir Origine Saint Domingue,Fruits à coques,Lait,Soja,,,,,,,,,,,
"Véritable Pâte à tartiner Bio, Chocolat au lait - Noisettes",Fruits à coque,Léthicine de soja,,,,,,,,,,,,
"Véritable pâte à Tartiner Bio, chocolat noir - Noisettes",lait,,,,,,,,,,,,,
Pepsi Max x6,Phénylalanine,,,,,,,,,,,,,
Pepsi Max Cherry,phénylalanine,,,,,,,,,,,,,
Les moelleux - Abricots,Noyaux,Brisures,,,,,,,,,,,,
Pruneaux d'Agen - Maître Prunille,sulfite,,,,,,,,,,,,,
Pruneaux d'Agen Maître Prunille,sulfites,,,,,,,,,,,,,
Noix de coco râpée,arachides,fruits à coque,soja,sésame,blé,,,,,,,,,
Pruneaux d'Agen géants,sulfite,,,,,,,,,,,,,
"Salade poulet crudités, sauce caesar",Lait,Moutarde,Céréales,Crustacés,Oeuf,Poisson,,,,,,,,
Pâtes poulet crudités sauce cocktail,Lait,crustacés,poisson,,,,,,,,,,,
Salade composée Saumon oeuf persillé ,Crustacés,,,,,,,,,,,,,
Régal'ad,lait,,,,,,,,,,,,,
Régal'ad,lait,,,,,,,,,,,,,
Délice de dinde fumé,lait,sulfites,,,,,,,,,,,,
"Penne Carbonara Lardons de poulet, Crème Fraîche Halal",gluten,lait,moutarde,céleri,sulfites,oeufs,crustacés,poissons,mollusques,fruits à coque,sésame,soja,,
Poulet Tandoori Riz Basmati,gluten,lait,moutarde,céléri,sulfites,oeufs,crustacés,poissons,mollusques,fruits à coque,sésame,soja,,
Grain de Muscat 2013,sulfites,,,,,,,,,,,,,
Vin rosé Bio Les Vignes d'Adam,sulfites,,,,,,,,,,,,,
Grenache rosé 2013 IGP Gérard Bertrand,sulfites,,,,,,,,,,,,,
Chardonnay 2010,Sulfites,,,,,,,,,,,,,
34 Biscottes complètes,fruits à coque,lait,oeuf,sésame,soja,,,,,,,,,
Filet de bacon fumé au bois de hêtre,lactose,fruits à coques,céleri,soja,oeuf,moutarde,,,,,,,,
Galettes de riz complet,sésame,,,,,,,,,,,,,
Bâtonnets saveur crabe - 400 g,Mollusques,,,,,,,,,,,,,
Réserve de Padulone,Sulfites,,,,,,,,,,,,,
"Croc'frais  &quot;berbère&quot;   (ail, cumin, piment doux, laurier)",poisson,amandes,lait,lupin,oeuf,gluten,crustacés,sulfites,dérivés du lait,,,,,
Olives à la provençale,sulfites,poisson,lait,amande,lupin,,,,,,,,,
Olives à la Castillane,poisson,lait et dérivés,amande,lapin,,,,,,,,,,
Blé tendre à germer,gluten,lupin,fruit a coque,oeufs,,,,,,,,,,
Maasdam (27% MG) - 200 g,Lait de chèvre,Lait de brebis,,,,,,,,,,,,
Morbier AOP (27% MG) - 180 g,lait de brebis,lait de chèvre,,,,,,,,,,,,
GrandLait,lait,,,,,,,,,,,,,
Knacks Strasbourg (x 10) 350 g,Oeuf,Moutarde,,,,,,,,,,,,
Génoise garnie à la fraise,soja,lait,noisette,,,,,,,,,,,
Crêpe dentelle - Caramel au Beurre Salé,gluten,lait,soja,fruits à coque,,,,,,,,,,
Loc Maria fine galette caramel beurre salé,Soja,Fruits à coque,,,,,,,,,,,,
Gavottes fine galette caramel au beurre salé & vanille,Soja,Fruits à coque,,,,,,,,,,,,
Poulain Noir Extra,Fruits à coque,Lait,Blé,Orge,,,,,,,,,,
Noir extra,Fruits à coque,Lait,Blé,Orge,,,,,,,,,,
Poulain un Amour de Lait,fruits à coque,blé,orge,,,,,,,,,,,
1848,Fruits à coque,,,,,,,,,,,,,
1848 Lait noisettes,Autres fruits à coque,Oeuf,Céréales,,,,,,,,,,,
Noir Corsé 64 %,fruits à coque,lait,blé,,,,,,,,,,,
Pralinoise,Fruits à coque,Blé,,,,,,,,,,,,
Super Poulain,soja,fruits à coque,,,,,,,,,,,,
Super Poulain,Fruits à coque,,,,,,,,,,,,,
Grand arôme,fruits à coque,soja,,,,,,,,,,,,
Poulain Grand Arome 500g,fruits à coque,soja,,,,,,,,,,,,
Grand Arôme,fruits à coque,soja,,,,,,,,,,,,
Hollywood 2 Fresh Parfum Menthe verte Chlorophylle,Graine de sésame,fruits à coque,,,,,,,,,,,,
Mi-cho-ko au chololat noir,fruits à coque,blé,,,,,,,,,,,,
Hollywood Blancheur parfum Menthe Verte,phénylalanine,,,,,,,,,,,,,
Les Minis carambar fête,Noisettes,,,,,,,,,,,,,
Chewing gum Origins Hollywood sans sucre arômes orange mandarine et extrait de thé vert,graines de sésame,Fruits à coque,phénylalanine,,,,,,,,,,,
Super Poulain 4 vitamines 3 minéraux 250g,Fruits à coque,,,,,,,,,,,,,
lait amandes au Praliné Café,blé,orge,fruits à coque,œuf,,,,,,,,,,
Milka - Toffee - Classic,Fruit sec à coque,blé,,,,,,,,,,,,
Quincy 2012,Sulfites,,,,,,,,,,,,,
Pain aux graines Allergo sans gluten,oeuf,,,,,,,,,,,,,
Burger de la mer - Colin d'alaska,Poisson,blé,lait,sésame,oeuf,crustacé,mollusque,soja,,,,,,
Burger de la mer - Saumon,Poisson,lait,blé,sésame,moutarde,oeuf,crustacé,mollusque,soja,,,,,
Limonade Lorina,Protéines,Fibres alimentaires,Sodium,,,,,,,,,,,
Limonade Zero Lorina,Glucides,sodium,,,,,,,,,,,,
Caramel au beurre salé et à la fleur de sel,soja,fruits à coque,,,,,,,,,,,,
Saveurs Génépi,Lait,Fruits à coque,,,,,,,,,,,,
"Air de Paris, bonbons saveur orange citron",lait,fruits à coques,,,,,,,,,,,,
Gâteaux fourrés myrtille,Soja,Gluten,Oeuf,Lait,,,,,,,,,,
Biscuit saveur myrtille,fruits à coque,,,,,,,,,,,,,
Château Haut Rocher 2006 - Saint-Emilion grand cru,Sulfites,,,,,,,,,,,,,
Tuiles patissières aux amandes,Oeufs,Gluten,Fruits à coque,,,,,,,,,,,
Préparation instantanée pour boisson au cacao maigre,lait,,,,,,,,,,,,,
Purée de pommes de terre en flocons,Peux contenir des traces de lait et de sulfites.,,,,,,,,,,,,,
Crème glacée au Chocolat noir avec des morceaux de chocolat Carrefour,fruits à coque,,,,,,,,,,,,,
Croc ball,arachide,soja,produits laitiers,fruits à coque,graines de sésame,,,,,,,,,
Cookies choco,arachide,fruits à coque,,,,,,,,,,,,
Cookies Choco Nougatine,arachide,,,,,,,,,,,,,
Pizza cuite sur pierre - 3 Formaggi,Céleri,Arachides,,,,,,,,,,,,
Pizza calabrese cuit au feu de bois,noyau,,,,,,,,,,,,,
Pâtes à tartiner,Soja,,,,,,,,,,,,,
Etoiles et Lunes - 500 g - Carrefour Kids,oeufs,,,,,,,,,,,,,
Mini pasta wheels - 500 g - Carrefour Kids,oeufs,sel,,,,,,,,,,,,
Asperges vertes Mini,glucides,sucres,lipides,acides gras saturés,,,,,,,,,,
Toasts aux raisins,Lait,Fruits à coque,Oeufs,Sésame,,,,,,,,,,
Cônes coco Carrefour x6,Oeufs,Arachide,Autres fruits à coque,,,,,,,,,,,
Riz long grain incollable Carrefour,Sodium,sel,,,,,,,,,,,,
Macaroni cuisson rapide 3 mn - 500 g - Carrefour,sodium,sel,,,,,,,,,,,,
Langues de chat,Soja,Fruits à coque,,,,,,,,,,,,
Spaghetti au Blé complet - Carrefour,Oeufs,,,,,,,,,,,,,
Fusilli au blé complet Carrefour,Oeufs,,,,,,,,,,,,,
Galets dorés croustillants à la noix de coco,arachide,oeuf,soja,fruits à coque,,,,,,,,,,
Pistaches très pauvres en sel,arachide,fruits à coque,,,,,,,,,,,,
Le Petit Beurre tablette Noisette intense,Oeuf,Fruits à coque,,,,,,,,,,,,
Riz parfumé Basmati Carrefour,Sodium,sel,,,,,,,,,,,,
Penne Rigate au blé complet Carrefour,oeufs,,,,,,,,,,,,,
carrefour tuiles chips,lait,,,,,,,,,,,,,
Tuile/Chips Saveur paprika,Lait,,,,,,,,,,,,,
Céréales chocolat caramel Fusion,arachide,soja,fruits à coque,sésame,,,,,,,,,,
Sorbete de frutos rojos &quot;Carrefour&quot;,Cacahuetes,Leche,Frutos de cáscara,Huevo,Soja,Gluten,,,,,,,,
Filets de sardines sans huile aux herbes de Provence - Carrefour,glucides,sucres,fibres alimentaires,,,,,,,,,,,
Fromage à tartiner Noix (25% MG) - 150 g ,fruits à coque,,,,,,,,,,,,,
Carrefour crème entière,stabilisant carraghénanes,,,,,,,,,,,,,
Pâtes d'Alsace IGP Papillons & Farfalle 250 g,soja,,,,,,,,,,,,,
Velouté de Légumes du soleil,Lait,Gluten,,,,,,,,,,,,
34 Biscottes complètes,fruits à coque,lait,oeuf,soja,,,,,,,,,,
Cuillers aux œufs frais,lait,,,,,,,,,,,,,
Gaufrettes enrobées de chocolat,arachide,fruits à coque,,,,,,,,,,,,
Pasta Torsades - 500 g - Carrefour,oeufs,,,,,,,,,,,,,
Pasta Coquillettes 500 g Carrefour,oeuf,,,,,,,,,,,,,
Pasta Spaghetti 1 kg Carrefour,oeufs,,,,,,,,,,,,,
Pasta Coquillettes 1 kg Carrefour,oeufs,,,,,,,,,,,,,
Pasta Spaghetti 500 g Carrefour,oeufs,,,,,,,,,,,,,
Pasta Nouilles 500 g Carrefour,oeufs,,,,,,,,,,,,,
Pasta Fusilli Carrefour,oeufs,,,,,,,,,,,,,
Pasta Vermicelli - 500 g - Carrefour,oeuf,,,,,,,,,,,,,
Pasta Macaroni 1 kg ,oeufs,,,,,,,,,,,,,
Pasta Nouilles 1 kg Carrefour,oeufs,,,,,,,,,,,,,
8 barres céréalières à la pomme verte,lait,soja,arachides,fruits à coque,,,,,,,,,,
Filets de maquereaux à la catalane,Moutarde,Lait,,,,,,,,,,,,
Riz incollable 4 sachets 500 g Carrefour Discount,Sodium,sel,,,,,,,,,,,,
Riz incollable 1Kg Carrefour Discount,Sodium,sel,,,,,,,,,,,,
Purée de pommes de terre 4 sachets Carrefour Discount,lait,,,,,,,,,,,,,
Tartelettes Framboise Bio Carrefour,lait,fruits à coque,soja,,,,,,,,,,,
Petits pains grillés au froment,Arachide,Fruits à coque,Lait,Oeufs,Sésame,Soja,,,,,,,,
100 biscottes,oeuf,sésame,lait,noisette,,,,,,,,,,
Cake orange,Fruits à coque,Lait,,,,,,,,,,,,
Biscuits tablette chocolat noir Carrefour Discount,Oeufs,Fruits à coque,Soja,,,,,,,,,,,
Carrefour Discount Chocolat Dessert,fruits à coque,gluten,lait,,,,,,,,,,,
chocolat noir 74%,fruits à coques,gluten,lait,,,,,,,,,,,
Compote de pommes allégée en sucres,sel,,,,,,,,,,,,,
Pain de mie sandwich complet,oeufs,lait,sésame,,,,,,,,,,,
Cola Light Carrefour Discount,phénylalanine,,,,,,,,,,,,,
Cola Zéro Carrefour,phénylalanine,,,,,,,,,,,,,
Carrefour Discount - Filets d'anchois à l'huile d'olive,moutarde,,,,,,,,,,,,,
