product_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13
CANDEREL,phénylalanine,,,,,,,,,,,,,
Panier de Yoplait aux fruits rouges 0% X 6,phénylalanine,,,,,,,,,,,,,
Panier de Yoplait,noyaux,morceaux de noyaux,,,,,,,,,,,,
Yop chocolat,Lécithine de soja,,,,,,,,,,,,,
Panier de Yoplait Fraise - Cerise - Mûre - Framboise,noyaux ou morceaux de noyaux de cerise,,,,,,,,,,,,,
Panier de Yoplait,noyaux de cerise,,,,,,,,,,,,,
Calin,petit lait,,,,,,,,,,,,,
Eglantine - Lucien Georgelin,beurre,,,,,,,,,,,,,
Myrtilles sauvages,beurre,,,,,,,,,,,,,
Champignons de Paris émincés épais (lot de 3 x 400 g) Bonduelle,Sucres,Acides gras saturés,,,,,,,,,,,,
10 tranches panées préfrites de filet de colin d'Alaska,mollusques,lait,soja,oeuf,arête,,,,,,,,,
tourteaux fromager,gluten de blé,oeuf,lait,fruits à coque,,,,,,,,,,
La couronne + sauce cocktail,Mollusques,lait,,,,,,,,,,,,
Crevettes Bio Delpierre,crustacés,sulfites,,,,,,,,,,,,
Huile de sésame grillé Bio Cauvin,gluten,soja,sésame,fruits à coque,,,,,,,,,,
Croutons Fromage,gluten,dérivés laitiers,oeuf,sésame,,,,,,,,,,
Croûtons à l'ail,oeufs,sésame,gluten,soja,dérivés laitier,,,,,,,,,
Curly cacahuète l'original,arachide,dérivés laitiers,,,,,,,,,,,,
Monster Munch Salé,Arachides,Gluten,Dérivés du lait,,,,,,,,,,,
Chips façon Crousti' au sel fin,Lait,Moutarde,Oeuf,Arachides,,,,,,,,,,
Apérifruits hot mix,fruits a coque,gluten,soja,oeufs,arachides,,,,,,,,,
Aperifruits sweet mix,amandes,arachides,anhydride sulfureux,fruits à coque,,,,,,,,,,
Vico Extra craquantes nature,Lait,Moutarde,Oeuf,Arachide,,,,,,,,,,
Chips à l'ancienne au sel fin Vico,Lait,Moutarde,Oeuf,Arachides,,,,,,,,,,
Chips à l'ancienne au sel fin,lait,moutarde,œuf,,,,,,,,,,,
Vico Croustillants Epicé,Arachide,Fruits à coque,Gluten,Soja,Arachides,,,,,,,,,
Vico Croustillants Wasabi,Gluten,Soja,Moutarde,Arachide,Fruits à coque,,,,,,,,,
Chips la classique nature,lait,moutarde,arachides,œuf,,,,,,,,,,
Curly cacahuète l'original,Lait,Dérivés laitiers,Fruits à coque,,,,,,,,,,,
la classique,lait,moutarde,oeuf,arachide,,,,,,,,,,
Vico Extra craquante nature,lait,moutarde,œuf,arachides,,,,,,,,,,
Noix de cajou tendres à coeur,gluten,lait,soja,arachide,fruits à coque,,,,,,,,,
Pistaches grillées à sec,gluten,lait,soja,arachide,fruits à coque,céleri,,,,,,,,
Chips campagnardes,Lait,Gluten,Moutarde,Soja,Oeuf,Céleri,Arachides,,,,,,,
Monster Munch goût Barbecue,arachide,,,,,,,,,,,,,
Monster Munch goût Jambon-Fromage,arachide,,,,,,,,,,,,,
"Curly Club Cacahuète, Fromage, Tomate",Fruits à coque,,,,,,,,,,,,,
Chips Saveur Grill do Rio,Lait,Gluten,Moutarde,Arachide,,,,,,,,,,
La gourmande,Gluten,Moutarde,Arachides,,,,,,,,,,,
Collioure 2011,Sulfites,,,,,,,,,,,,,
Tielles sétoises,Gluten,Mollusques,,,,,,,,,,,,
Beaumes de Venise,Sulfites,,,,,,,,,,,,,
Assiette de Charcuterie,lait,soja,,,,,,,,,,,,
Haute côtes de Beaune 2007 Vieilles Vignes,Sulfites,,,,,,,,,,,,,
Pastillas au Poulet (x 4 + 1 gratuit) - 180 g - Brick,Oeuf,Crustacé,poisson,lait,soja,gluten,sulfites,arachides,fruits à coque,,,,,
Lentille Corail  - 500 g - Ferme des Arches,arachides,graines de sésame,fruits à coque,gluten,,,,,,,,,,
Farine de Châtaignes,Gluten,,,,,,,,,,,,,
Chocolat noir à l'orange 74%,noisettes,lait,,,,,,,,,,,,
crêpes  surgelées emmental mozzarella,crustacés,mollusques,poisson,céleri,moutarde,,,,,,,,,
Grana Padano AOP râpé (28% MG) - 100 g - Monoprix Gourmet,lait,oeuf,,,,,,,,,,,,
Galettes de Céréales aux 2 Fromages Bio,oeuf,sésame,céleri,fruits à coque,,,,,,,,,,
Sandwich Poulet Rôti Moutarde à l'ancienne Monoprix,Lait,Crustacés,Poissons,,,,,,,,,,,
Saumon Fromage Frais sur Pain Polaire,Oeuf,Moutarde,Crustacés,,,,,,,,,,,
Céleri râpé sauce rémoulade,Gluten,Poisson,Crustacé,Mollusques,Soja,Sésame,Fruits à coque,,,,,,,
Taboulé oriental à la menthe,Céleri,Lait,Moutarde,Oeufs,Poissons,Crustacés,Mollusques,Soja,Fruits à coque,Sésame,blé,,,
Pain de mie blanc Bio Monoprix,soja,lait,oeuf,,,,,,,,,,,
Maxi Jambon Emmental Crudités,poisson,crustacés,,,,,,,,,,,,
"Yaourt brassé sur lit de framboise, parfum rose",Gluten,Fruits à coques,,,,,,,,,,,,
4 Mini-Moelleux au chocolat Monoprix bio,Fruits à coque,Lait,,,,,,,,,,,,
Maxi Jambon Bacon Oeuf,Lait,Poisson,Crustacés,,,,,,,,,,,
2 pavés de Saumon Bio Monoprix,Sucres,,,,,,,,,,,,,
Abricots secs,brisures,noyaux,sodium,,,,,,,,,,,
6 Gauffres au Miel Bio Monoprix,noisettes,oeufs,lait,sésame,,,,,,,,,,
Ravioli 3 fromages aux oeufs frais,céleri,,,,,,,,,,,,,
Pâté en croûte supérieur,soja,pistache,amande,moutarde,céleri,poisson,noisette,,,,,,,
Toast Croustillant aux 3 graines Bio Monoprix,lait,,,,,,,,,,,,,
Financiers aux Amandes Monoprix bio,Autres fruits à coques,Soja,,,,,,,,,,,,
Vollkornbrot pain de seigle complet Bio Monoprix,sésame,Acides gras saturés,,,,,,,,,,,,
Pain aux céréales Bio Monoprix,lait,lupin,moutarde,,,,,,,,,,,
Pain spécial de campagne Bio Monoprix,lait,soja,oeuf,,,,,,,,,,,
2 pavés de Truite Bio - 240 g,Fibres alimentaires,,,,,,,,,,,,,
Cidre bouché de Normandie doux,Sulfites,,,,,,,,,,,,,
Pétales riz et blé complet Monoprix,arachide,soja,fruits à coque,graines de sésame,,,,,,,,,,
Cacahuètes grillées et salées,fruits à coque,,,,,,,,,,,,,
Génoises fourrées à la framboise,Fruits à coque,Lait,,,,,,,,,,,,
Génoises fourrées à la cerise nappées de chocolat blanc,Fruits à coque,,,,,,,,,,,,,
36 Biscottes complètes Bio Monoprix,fruits à coque,lait,œufs,sésame,soja,,,,,,,,,
Filets de maquereaux au muscadet et aux 9 aromates,sulfites,moutarde,lait,,,,,,,,,,,
Pétales riz et blé complet aux fruits rouges Monoprix,arachide,soja,fruits à coque,graines de sésame,,,,,,,,,,
Farfalle Al dente 9 mn - 500 g - Monoprix,Si le numéro de lot contient la lettre N : peut contenir de l',Oeuf,,,,,,,,,,,,
Penne Rigate Al dente 9 mn 500 g Monoprix,Si le numéro de lot contient la lettre N : peut contenir de l',Oeuf,,,,,,,,,,,,
Pépites croustillantes 30% de fruits Monoprix,arachide,soja,lait,fruits à coque,graines de sésame,,,,,,,,,
Muesli 25% de fruit 4 céréales Bio Monoprix,fruits à coque,arachide,soja,sésame,lait,,,,,,,,,
Riz long grain Thaï Monoprix Gourmet,Sucres,Acides gras saturés,sodium,sel,,,,,,,,,,
Chocolat noir 72% de cacao Saint-Domingue,gluten,fruits à coques,lait,oeuf,,,,,,,,,,
"Chocolat au lait fondant, Saint Domingue",céréales,gluten,fruits à coque,oeuf,,,,,,,,,,
Riz long complet Bio Monoprix,acides gras saturés,sodium,sel,,,,,,,,,,,
Coulis de tomates,gluten,lait,sésame,moutarde,céleri,,,,,,,,,
Riz pour risotto Arborio Monoprix Gourmet,Sucres,Acides gras saturés,sodium,sel,,,,,,,,,,
Riz long blanc Camargue Monoprix Gourmet,Sucres,Acides gras saturés,sodium,sel,,,,,,,,,,
Pesto rosso Monoprix,Céleri,blé,moutarde,,,,,,,,,,,
Crêpes dentelle,Protéines,Fibres alimentaires,,,,,,,,,,,,
Palets bretons pur beurre,sésame,soja,,,,,,,,,,,,
Biscottes très pauvres en sel,Fruits à coque,lait,oeuf,sésame,soja,,,,,,,,,
Chocolat au lait noisettes entières,céréales contenant du gluten,autres fruits à coque,œuf,Soja,,,,,,,,,,
Chocolat Noir 74% Monoprix bio,Gluten,Fruits à coque,Lait,,,,,,,,,,,
"Filets de sardines, citron et basilic, sans huile - Monoprix",arête,,,,,,,,,,,,,
Crackets croustillants goût emmental,Arachides,Lait,Gluten,Crustacés,Oeufs,Céleri,,,,,,,,
6 Barres croustillantes riz et blé complet aux pépites de chocolat Monoprix,arachides,fruits à coque,graines de sésame,produits à base de soja,,,,,,,,,,
Lasagnes 2 sachets fraîcheur - 500 g - Monoprix,œuf,,,,,,,,,,,,,
Coquillettes Al dente 9 mn - 1 kg - Monoprix,Si le numéro de lot contient la lettre N : peut contenir de l',Oeuf,,,,,,,,,,,,
Pépites croustillantes éclats de chocolat noir Monoprix,arachides,fruits à coque,lait,soja,graines de sésame,,,,,,,,,
Barquettes choco-noisettes,fruits à coque,,,,,,,,,,,,,
Pétales de blé au chocolat Monoprix,arachide,soja,produits laitiers,fruits à coque,graines de sésame,,,,,,,,,
Riz long grain Basmati Monoprix Gourmet,Sucres,Acides gras saturés,sodium,sel,,,,,,,,,,
Monoprix - Biscottes aux 6 céréales,fruits à coque,lait,oeufs,soja,gluten,,,,,,,,,
Chips craquantes aux crevettes,Arachide,Céleri,Oeuf,Gluten,Lait,,,,,,,,,
Lait écrémé en poudre,lécithine de soja,,,,,,,,,,,,,
6 Barres céréales Amandes et noisettes,sulfites,lait,arachide,autres fruits à coques,,,,,,,,,,
6 Barres céréales Pépites de chocolat Monoprix,sulfites,lait,œufs,arachide,autres fruits à coque,,,,,,,,,
6 Barres céréales Pépites de fruits rouges Monoprix,sulfites,lait,arachide,fruits à coque,,,,,,,,,,
6 Barres céréales Pomme Verte Monoprix,lait,arachide,fruits à coques,,,,,,,,,,,
6 Barres céréales Noix de coco sur lit de chocolat au lait Monoprix,sulfites,arachide,autres fruits à coque,,,,,,,,,,,
Spaghetti Al dente 7mn  - 1 kg  -  Monoprix,Si le numéro de lot contient la lettre N : peut contenir de l',Oeuf,,,,,,,,,,,,
Boisson cacaotéee Bio Monoprix,gluten,soja,lait,oeufs,fruits à coque,,,,,,,,,
Merlu blanc sauce citron et boulgour aux petits légumes,oeufs,,,,,,,,,,,,,
Fructose pur cristallisé Monoprix,lait,gluten,œufs,fruits à coque,céleri,lupin,soja,,,,,,,
Petit beurre 5 céréales,arachide,soja,fruits à coque,sésame,,,,,,,,,,
Penne au blé intégral Bio Monoprix,oeufs,,,,,,,,,,,,,
Torsades au blé intégral Bio - 500 g - Monoprix,oeufs,,,,,,,,,,,,,
Coquillettes au blé intégral Bio - 500 g - Monoprix bio,œufs,,,,,,,,,,,,,
Salade niçoise - Monoprix,Céleri,Blé,Moutarde,Thon,,,,,,,,,,
Biscottes,fruits à coque,lait,oeuf,sésame,,,,,,,,,,
Galettes bretonnes pur beurre,fruits à coque,soja,,,,,,,,,,,,
Corn Flakes Bio Monoprix,fruits à coque,lait,soja,,,,,,,,,,,
Céréales soufflées au chocolat Bio Monoprix,soja,sésame,fruits à coque,lait,oeufs,,,,,,,,,
Spaghetti Bio - 500 g - Monoprix,oeuf,soja,,,,,,,,,,,,
Tagliatelles Bio Monoprix,œuf,soja,,,,,,,,,,,,
Muesli croustillant nature Bio Monoprix,fruits  à coque,arachide,sésame,,,,,,,,,,,
Muesli croustillant chocolat Bio Monoprix,fruits à coque,sésame,lait,arachide,,,,,,,,,,
Muesli croustillant fruits rouges Bio Monoprix,fruits à coque,arachide,soja,sésame,lait,,,,,,,,,
Compote de pomme allégée en sucres Bio Monoprix,Protéines,Lipides,Acides gras saturés,Sodium,sel,,,,,,,,,
Compote Pomme-poire Bio Monoprix,Protéines,Lipides,Acides gras saturés,Sodium,sel,,,,,,,,,
Mélange quinoa boulgour Bio Monoprix,sodium,sel,,,,,,,,,,,,
Mélange de 5 céréales Bio Monoprix,sodium,sel,,,,,,,,,,,,
Petits pains grillés multi céréales Bio Monoprix,arachide,fruits à coque,lait,œuf,soja,,,,,,,,,
Petits pains grillés au froment Bio Monoprix,arachide,fruits à coque,lait,oeuf,sésame,soja,,,,,,,,
Barres Abricot chocolat amande petit épeautre Bio Monoprix,soja,œuf,lait,sésame,,,,,,,,,,
Barres Cranberries cajou quinoa Bio Monoprix,soja,œuf,lait,sésame,,,,,,,,,,
Toast brioché au blé complet Bio Monoprix,sésame,,,,,,,,,,,,,
Mini graines de soja ,fruits à coque,,,,,,,,,,,,,
Galettes fines aux 3 céréales et sésame Bio Monoprix,soja,,,,,,,,,,,,,
Petits financiers aux amandes - 14 mini pâtisseries,fruits à coque,,,,,,,,,,,,,
Ricotta,Lait,,,,,,,,,,,,,
Cacao maigre en poudre,gluten,oeuf,lait,,,,,,,,,,,
Financiers aux Amandes Bio Monoprix,autres fruits à coque,soja,,,,,,,,,,,,
Emincés de saumon Atlantique fumé Bio (6 à 9 tranches) - 100 g,Sucres,,,,,,,,,,,,,
Cordons bleus de dinde surgelés,Céleri,moutarde,,,,,,,,,,,,
Jambon Beurre,Soja,Poissons,Fruits à coque,Oeufs,Moutarde,Graines de Sésame,Crustacés,Céleri,Arachides,Mollusques,,,,
Lentilles au saumon fumé et sauce gravlax - 245 g - Monop'Daily,crustacés,fruits à coque,céleri,sulfite,sésame,gluten,soja,,,,,,,
Gâche pur beurre tranchée,Soja,fruits à coque,,,,,,,,,,,,
Wrap Poulet Basilic,Arachides,fruits à coques,sésame,lupin,soja,céleri,poisson,crustacés,sulfites,,,,,
Chips saveur wasabi,Lait,Céléri,Moutarde,,,,,,,,,,,
8 Crêpes nature Bio Monoprix,soja,fruits à coque,sésame,,,,,,,,,,,
Penne Rigate Al dente 9 mn - 1 kg - Monoprix,Sodium,Si le numéro de lot contient la lettre N : peut contenir de l',Oeuf,,,,,,,,,,,
Petit Tendre,oeufs,soja,fruits à coque,,,,,,,,,,,
10 Mini Cakes aux Figues Bio Monoprix,soja,sésame,céleri,autres fruits à coque,,,,,,,,,,
Poulet Caesar,céleri,crustacés,soja,fruits à coque,graines de sésame,sulfites,mollusques,arachides,,,,,,
Cake anglais aux fruits tranché,Lait,,,,,,,,,,,,,
Émincés de filet de poulet au curry,Oeufs,Lait,,,,,,,,,,,,
Burrata au lait de vache (17% MG) - 250 - Monoprix Gourmet,lait,crème,,,,,,,,,,,,
Monoprix Bio Cookies Noisettes et pépites de chocolat,Autres fruits à coque,Soja,Sésame,Arachide,,,,,,,,,,
Cookies aux pépites de chocolat noir Bio Monoprix,fruits à coque,soja,sésame,arachide,,,,,,,,,,
Pétales de maïs sucrés Monoprix,arachide,soja,lait,fruits à coque,graines de sésame,,,,,,,,,
Monoprix Muesli aux 7 fruits,Arachide,Soja,Fruits à coque,Graines de sésame,,,,,,,,,,
Pépites croustillantes Fruits rouges framboise - fraise - myrtille Monoprix,arachide,fruits à coque,lait,soja,graines de sésame,,,,,,,,,
Cake citron et graines de pavot,fruits à coque,soja,,,,,,,,,,,,
Rosette Beurre,Oeufs,Moutarde,Crustacés,Poissons,Blé,Beurre,Lactose,,,,,,,
Panettone,fruits à coque,soja,,,,,,,,,,,,
Wrap jambon tzatziki,fruits à coque,poisson,graines de sésame,soja,,,,,,,,,,
Jambon cheddar et roquette,Soja,Poissons,Fruits à coque,Oeufs,Moutarde,Graines de Sésame,Crustacés,Céleri,Arachides,Mollusques,,,,
2 tartes individuelles gourmandes,poisson,mollusques,crustacés,céleri,fruits à coque,moutarde,soja,sulfites,,,,,,
Gingembre moulu,sulfites,amande,noisette,pistache,lait,soja,gluten,céleri,sésame,moutarde,,,,
Herbes aromatiques,Sulfites,Arachides,Fruits à coque,Lait,Soja,Gluten,Sésame,Moutarde,,,,,,
Cannelle moulue,sulfites,arachides,fruits à coques,lait,soja,gluten,céleri,sésame,moutarde,,,,,
Curcuma,sulfites,arachides,fruits à coques,lait,soja,gluten,sésame,moutarde,,,,,,
Ras el Hanout,sulfites,arachides,fruits à coques,lait,soja,gluten,céleri,sésame,moutarde,,,,,
Goomy,Oeuf,,,,,,,,,,,,,
Crêpes délicieuses pur Beurre,Gluten,Oeufs,Lait,,,,,,,,,,,
poulet champignons noir nouilles à la coriandre,poisson,crustacés,mollusques,moutarde,,,,,,,,,,
Bonnezaux AOC 2011 Bio Domaine les grandes vignes,sulfites,,,,,,,,,,,,,
Tournolive 100% végétal,soja,,,,,,,,,,,,,
St Hubert Oméga 3 ® Demi-Sel 54% MG (Tartine et Cuisson),lait,soja,,,,,,,,,,,,
St Hubert Oméga 3 ® Doux 54% MG (Tartine et Cuisson),lait,soja,,,,,,,,,,,,
St Hubert Oméga 3 ® Demi-Sel 54% MG (Tartine et Cuisson),Lait,Soja,,,,,,,,,,,,
St Hubert Oméga 3 ® Doux 54% MG (Tartine et Cuisson),lait,Soja,,,,,,,,,,,,
St Hubert Oméga 3 ® Demi-Sel 54% MG (Tartine et Cuisson),Lait,Soja,,,,,,,,,,,,
St Hubert Oméga 3 ® Doux 54% MG (Tartine et Cuisson),lait,soja,,,,,,,,,,,,
St Hubert Oméga 3 ® Demi-Sel 54% MG (Tartine et Cuisson),lait,soja,,,,,,,,,,,,
St Hubert 41 ® 38% MG Doux Léger & tendre,Lait,,,,,,,,,,,,,
St Hubert 41 ® 38? MG - Demi-sel - Léger & tendre,Lait,,,,,,,,,,,,,
St Hubert Oméga 3 ® Doux 54% MG (Tartine et Cuisson),Lait,Soja,,,,,,,,,,,,
St Hubert ® Pur ®Végétal 60% MG - Doux (Cuisine et Tartine),soja,,,,,,,,,,,,,
St Hubert ® Pépites Chocolat (39% MG),gluten,sésame,,,,,,,,,,,,
Nems poulet (x 4) sauce nuoc mam - 280 g - Traditions d'Asie,blé,poisson,soja,sulfites,crustacés,mollusques,oeuf,lait,moutarde,céleri,fruits à coque,graines de sésame,,
Galettes de riz complet,Gluten,,,,,,,,,,,,,
Sandwichs Poulet rôti Crudités XXL,Céréales,Gluten,Lait,Oeufs,Moutarde,Poisson,Crustacés,Sésame,Céleri,Pignons de pin,,,,
3 Jambon oeuf tomate salade au pain complet,Céréales,Gluten,Lait,Oeufs,Moutarde,Poisson,Crustacé,Sésame,Céleri,Pignons de pin,,,,
DAUNAT XXL 3 jambon Cheddar salade,céréales,gluten,lait,oeufs,moutarde,poisson,crustacés,sésame,céleri,pignons de pin,,,,
Les Minis Jambon Emmental,Poisson,Crustacé,Sésame,Céleri,,,,,,,,,,
"Be Wrappy poulet rôti, tomates marinées, sauce pesto",Poisson,Crustacés,Sésame,Céleri,,,,,,,,,,
"Be Wrappy Jambon, Fromage de brebis, Sauce Yaourt",Moutarde,Poisson,Crustacé,Sésame,Céleri,,,,,,,,,
"Pavé montagnard jambon, raclette",céréales (gluten),lait,oeufs,moutarde,poisson,crustacés,sésame,céleri,pignons de pin,,,,,
Daunat XXL 3 jambon emmental salade + 1 gratuit,céréales (gluten),lait,oeufs,moutarde,poissons,crustacés,sésame,céleri,pignons de pin,,,,,
Daunat XXL 3 thon crudités + 1 gratuit,lait,crustacé,sésame,céleri,,,,,,,,,,
Sandwich jambon mozarella tomate basilli,Poisson,Sésame,Céléri,crustacé,,,,,,,,,,
Poulet fumé emmental,Poisson,Crustacé,Sésame,Céleri,,,,,,,,,,
Poulet rôti Tomme de brebis pain spécial campagne - 190 g - Daunat,poisson,crustacé,sésame,céleri,moutarde,,,,,,,,,
Be Wrappy Poulet façon Fajitas,moutarde,oeuf,poisson,crustacés,sésame,céleri,,,,,,,,
Daunat XXL 3 poulet roti crudités + 1 gratuit,lait,poisson,crustacé,sésame,céleri,,,,,,,,,
Chips de légumes,Lait,,,,,,,,,,,,,
Muesli croustillant,sésame,fruits à coque,,,,,,,,,,,,
Muesli croustillant,arachides,fruits à coque,sésame,,,,,,,,,,,
Saumon fumé de l'Atlantique,lait,,,,,,,,,,,,,
Tomates séchées,sulfites,,,,,,,,,,,,,
Mini-Paté en Croûte,Fruits à coque,Moutarde,,,,,,,,,,,,
"Jambon sec de Savoie, affiné 9 mois",fruits à coque,céleri,soja,œuf,Moutarde,,,,,,,,,
confiture de pêche de vigne de la vallée du Rhône,fruit a coque,lait,,,,,,,,,,,,
Conchiglie 5 couleurs - 500 g - U,lait,poissons,,,,,,,,,,,,
Flammekueche,moutarde,,,,,,,,,,,,,
Quenelles nature à la lyonnaise,poisson,,,,,,,,,,,,,
La 4 formaggi,poissons,,,,,,,,,,,,,
"Mini-Flammekueche, Tarte flambée, recette Alsacienne",moutarde,,,,,,,,,,,,,
"Confiture, fraises du Périgord",fruits à coque,lait,,,,,,,,,,,,
Pâte à tartiner Choco Noisettes,Fruits à coque,Soja,,,,,,,,,,,,
Pâte à tartiner choco noisettes caramel au sel de Guérande,fruits à coque,soja,,,,,,,,,,,,
Gaufrino Biscuits aux noisettes,Arachides,Fruits à coque,Sésame,,,,,,,,,,,
Epoisses AOP (24% MG) - 250 g - U Saveurs,Lait,,,,,,,,,,,,,
Gâteaux au fromage blanc,Oeuf,Lait,,,,,,,,,,,,
2 mousses Chocolat à l'ancienne - 200 g,lécithine de soja,fruits à coque,,,,,,,,,,,,
Moelleux chocolat - 120 g - Marie Morin,fruits à coque,,,,,,,,,,,,,
Amandine aux Poires caramélisées,lait,oeuf,blé,fruits à coques,,,,,,,,,,
tablette choc lait café ,gluten,fruits secs,oeuf,arachide,soja,,,,,,,,,
Tablette chocolat noir café 70% cacao Pérou,soja,gluten,fruits secs,lait,oeuf,arachide,,,,,,,,
Lait dessert origine république dominicaine,soja,gluten,fruits secs,oeuf,arachides,,,,,,,,,
"Langue de boeuf à la sauce Madère, Pommes de terre et Carottes - 280 g ",Crustacés,poissons,Céléri,Moutarde,gluten,soja,lait,,,,,,,
Tajine boulettes au mouton - 740 g,crustacés,poisson,lait,céleri,moutarde,,,,,,,,,
Paëlla Volaille et Fruits de mer - 1 kg,Gluten,soja,céleri,moutarde.,Crustacés,Poisson,Lait,,,,,,,
Muscat sec Pezilla,Sulfites,,,,,,,,,,,,,
Gressins au sésame à l'huile d'olive,Lait,,,,,,,,,,,,,
Farine de Petit Épeautre de Haute-Provence complète,Gluten,,,,,,,,,,,,,
Galettes bio - Tomates & Lentilles corail,sésame,fruits à coque,,,,,,,,,,,,
Galettes de riz de Camargue au quinoa,soja,,,,,,,,,,,,,
Les Pâtinettes Alphabet Tricolore - 250 g - Priméal,gluten,oeuf,,,,,,,,,,,,
Levure de Bière,gluten,,,,,,,,,,,,,
Ressorts complets,gluten,,,,,,,,,,,,,
Spaghetti demi-complets,gluten,oeuf,,,,,,,,,,,,
Vermicelles bio - 500 g - Priméal,Gluten,,,,,,,,,,,,,
Paupiettes de veau,oeuf,lait,blé,soja,,,,,,,,,,
Haché de Veau à cuisiner Façon Bouchère,Lait,Soja,Gluten,Oeuf,,,,,,,,,,
Tendriade Saucisse de veau nature,Blé,Soja,Oeuf,,,,,,,,,,,
Paupiettes de Veau,soja,,,,,,,,,,,,,
Sauce Exotique - Délices d'orient,Poisson,soja,blé,,,,,,,,,,,
Nestlé - Céréales Lion,arachides,fruit à coque,,,,,,,,,,,,
Nestlé Crunch céréales,lait,arachides,amandes,fruits à coque,,,,,,,,,,
CRUNCH Céréales,lait,arachides,amandes,fruits à coque,,,,,,,,,,
Chocapic Maxi Format,Lait,Arachides,Amandes,Fruits à coques,,,,,,,,,,
Fitness 5 Fruits,Lait,Arachide,fruits à coque,,,,,,,,,,,
Cookie crisp,Lait,arachides,autres fruits à coque,,,,,,,,,,,
Fitness,Lait,Arachides,Fruits à coque,,,,,,,,,,,
Golden Grahams Nestlé,Lait,Arachides,Amandes,Fruits à coque,,,,,,,,,,
Chocapic,soja,arachides,amandes,fruits à coques,,,,,,,,,,
Nesquik (Céréales),lait,arachide,amande,fruits à coque,,,,,,,,,,
Fitness & fruits,lait,arachide,fruits à coque,,,,,,,,,,,
Chipolata mazette x12 PF,fruits à coques,lait,gluten,,,,,,,,,,,
Rillettes de Saint Jacques,Gluten,Crustacé,Sulfite,Céleri,Oeuf,,,,,,,,,
tomates séchées,sulfites,moutarde,sésame,gluten,céleri,,,,,,,,,
Purée de noisettes,sésame,arachide,fruits à coque,lait,soja,céréales,,,,,,,,
Purée Amande Complete bio,sésame,arachide,fruits à coques,lait,soja,céréales,,,,,,,,
Purée Cacahuète,sésame,fruits à coques,lait,soja,céréales,arachide,,,,,,,,
Purée de cacahuète,arachide,fruits a coque,lait,soja,gluten,sésame,,,,,,,,
Pâte à tartiner La Chocolade,sésame,arachide,fruits à coque,lait,soja,céréales,,,,,,,,
Sucre glace,sésame,arachide,fruits à coque,lait,soja,céréales,,,,,,,,
Purée Tahin sésame blanc,Sésame,Arachide,Fruits à coques,Lait,Soja,Gluten,,,,,,,,
Goma-Sio,sésame,arachide,fruits à coque,lait,soja,céréales,,,,,,,,
mélange apéritif,sésame,arachide,fruits a coques,lait,soja,céréales,,,,,,,,
Purée de pistaches,sésame,arachide,fruits à coque,lait,céréales,,,,,,,,,
pistaches séchées,sésame,arachide,fruits à coque,lait,soja,céréales,,,,,,,,
Sirop d'Agave,sésame,arachide,lait,soja,céréales,fruits à coque,,,,,,,,
Biscuit bio müesli fruits,soja,sésame,fruits à coque,lait,céréales,gluten,,,,,,,,
Grany Riz soufflé et chocolat,Fruits à coque,,,,,,,,,,,,,
La Biscotte Heudebert,Blé,Gluten,oeuf,lait,sésame,lupin,,,,,,,,
La Biscotte 96 % céréales,oeuf,lait,sésame,lupin,blé,gluten,,,,,,,,
Heudebert 6 céréales,lait,soja,fruits à coque,,,,,,,,,,,
Biscottes Pleine vie,oeuf,lait,sésame,lupin,,,,,,,,,,
Grany 5 Céréales et morceaux de noisettes,lait,soja,fruits à coque,,,,,,,,,,,
Biscottes Heudebert Forme Plus,Soja,Lait,Fruits à coque,Sésame,,,,,,,,,,
La Braisor Heudebert,blé,gluten,sésame,lait,,,,,,,,,,
Toast Brioché,blé,gluten,oeuf,lait,sésame,lupin,,,,,,,,
Grany Pommes,soja,lait,fruits à coque,,,,,,,,,,,
Grany Chocolat 5 Céréales (6 barres) - 125 g - Lu,lait,fruits à coque,,,,,,,,,,,,
Croustipat Kit Pizza,Lait,Oeuf,,,,,,,,,,,,
Pâte à Pizza Grande et Fine à L'italienne ,Oeuf,,,,,,,,,,,,,
Croustipate,oeufs,,,,,,,,,,,,,
Cave Bel Air - Bordeaux,sulphites,,,,,,,,,,,,,
Lait Jivara 40%,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Lait Tanariva 33%,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Noir Taïnori 64 %,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Noir Alpaco 66%,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Noir Caraïbe 66%,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Noir Guanaja 70%,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Noir Manjari 64%,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Le Noir,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Manjari Orange,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
Lait Jivara 40%,fruits à coque,protéines d’œufs,arachides,,,,,,,,,,,
Noir Caraïbe 66%,protéines de lait,œuf,gluten,arachide,fruits à coque,,,,,,,,,
Blanc Ivoire 35%,fruits à coque,protéines d’œufs,gluten,arachide,,,,,,,,,,
Blond Dulcey,fruits à coque,lait,oeuf,gluten,arachide,,,,,,,,,
